,ay,t
49674,1.37,31.04625
49675,1.365,31.046875
49676,1.379,31.0475
49677,1.389,31.048125
49678,1.358,31.04875
49679,1.316,31.049375
49680,1.371,31.05
49681,1.332,31.050625
49682,1.297,31.05125
49683,1.32,31.051875
49684,1.376,31.0525
49685,1.39,31.053125
49686,1.376,31.05375
49687,1.42,31.054375
49688,1.437,31.055
49689,1.441,31.055625
49690,1.441,31.05625
49691,1.463,31.056875
49692,1.522,31.0575
49693,1.602,31.058125
49694,1.581,31.05875
49695,1.59,31.059375
49696,1.603,31.06
49697,1.6,31.060625
49698,1.584,31.06125
49699,1.562,31.061875
49700,1.543,31.0625
49701,1.618,31.063125
49702,1.642,31.06375
49703,1.618,31.064375
49704,1.526,31.065
49705,1.478,31.065625
49706,1.477,31.06625
49707,1.52,31.066875
49708,1.458,31.0675
49709,1.412,31.068125
49710,1.379,31.06875
49711,1.359,31.069375
49712,1.349,31.07
49713,1.318,31.070625
49714,1.255,31.07125
49715,1.289,31.071875
49716,1.288,31.0725
49717,1.258,31.073125
49718,1.207,31.07375
49719,1.214,31.074375
49720,1.241,31.075
49721,1.278,31.075625
49722,1.228,31.07625
49723,1.217,31.076875
49724,1.235,31.0775
49725,1.259,31.078125
49726,1.235,31.07875
49727,1.218,31.079375
49728,1.235,31.08
49729,1.321,31.080625
49730,1.331,31.08125
49731,1.285,31.081875
49732,1.265,31.0825
49733,1.277,31.083125
49734,1.293,31.08375
49735,1.293,31.084375
49736,1.293,31.085
49737,1.289,31.085625
49738,1.284,31.08625
49739,1.291,31.086875
49740,1.268,31.0875
49741,1.241,31.088125
49742,1.227,31.08875
49743,1.21,31.089375
49744,1.193,31.09
49745,1.171,31.090625
49746,1.1,31.09125
49747,1.077,31.091875
49748,1.068,31.0925
49749,1.034,31.093125
49750,1.027,31.09375
49751,1.025,31.094375
49752,1.026,31.095
49753,1.054,31.095625
49754,1.108,31.09625
49755,1.179,31.096875
49756,1.257,31.0975
49757,1.252,31.098125
49758,1.248,31.09875
49759,1.267,31.099375
49760,1.338,31.1
49761,1.418,31.100625
49762,1.497,31.10125
49763,1.555,31.101875
49764,1.613,31.1025
49765,1.668,31.103125
49766,1.719,31.10375
49767,1.709,31.104375
49768,1.754,31.105
49769,1.822,31.105625
49770,1.832,31.10625
49771,1.882,31.106875
49772,1.951,31.1075
49773,2.033,31.108125
49774,2.065,31.10875
49775,2.115,31.109375
49776,2.169,31.11
49777,2.165,31.110625
49778,2.18,31.11125
49779,2.195,31.111875
49780,2.202,31.1125
49781,2.222,31.113125
49782,2.266,31.11375
49783,2.324,31.114375
49784,2.334,31.115
49785,2.406,31.115625
49786,2.466,31.11625
49787,2.453,31.116875
49788,2.458,31.1175
49789,2.473,31.118125
49790,2.498,31.11875
49791,2.529,31.119375
49792,2.555,31.12
49793,2.582,31.120625
49794,2.62,31.12125
49795,2.636,31.121875
49796,2.648,31.1225
49797,2.663,31.123125
49798,2.727,31.12375
49799,2.785,31.124375
49800,2.831,31.125
49801,2.851,31.125625
49802,2.863,31.12625
49803,2.853,31.126875
49804,2.824,31.1275
49805,2.906,31.128125
49806,2.918,31.12875
49807,2.903,31.129375
49808,2.931,31.13
49809,2.881,31.130625
49810,2.889,31.13125
49811,2.992,31.131875
49812,2.965,31.1325
49813,3.011,31.133125
49814,3.084,31.13375
49815,3.084,31.134375
49816,3.127,31.135
49817,3.174,31.135625
49818,3.208,31.13625
49819,3.252,31.136875
49820,3.278,31.1375
49821,3.296,31.138125
49822,3.33,31.13875
49823,3.364,31.139375
49824,3.41,31.14
49825,3.479,31.140625
49826,3.573,31.14125
49827,3.606,31.141875
49828,3.605,31.1425
49829,3.693,31.143125
49830,3.782,31.14375
49831,3.856,31.144375
49832,3.904,31.145
49833,3.945,31.145625
49834,3.965,31.14625
49835,3.972,31.146875
49836,4.034,31.1475
49837,4.136,31.148125
49838,4.237,31.14875
49839,4.294,31.149375
49840,4.359,31.15
49841,4.425,31.150625
49842,4.493,31.15125
49843,4.565,31.151875
49844,4.613,31.1525
49845,4.664,31.153125
49846,4.749,31.15375
49847,4.792,31.154375
49848,4.828,31.155
49849,4.863,31.155625
49850,4.907,31.15625
49851,4.945,31.156875
49852,4.966,31.1575
49853,4.949,31.158125
49854,5.007,31.15875
49855,5.027,31.159375
49856,4.986,31.16
49857,5.027,31.160625
49858,5.085,31.16125
49859,5.143,31.161875
49860,5.163,31.1625
49861,5.231,31.163125
49862,5.298,31.16375
49863,5.349,31.164375
49864,5.41,31.165
49865,5.425,31.165625
49866,5.429,31.16625
49867,5.521,31.166875
49868,5.632,31.1675
49869,5.712,31.168125
49870,5.736,31.16875
49871,5.71,31.169375
49872,5.72,31.17
49873,5.762,31.170625
49874,5.83,31.17125
49875,5.854,31.171875
49876,5.861,31.1725
49877,5.861,31.173125
49878,5.919,31.17375
49879,5.962,31.174375
49880,5.985,31.175
49881,5.982,31.175625
49882,6.013,31.17625
49883,6.043,31.176875
49884,6.043,31.1775
49885,6.093,31.178125
49886,6.127,31.17875
49887,6.146,31.179375
49888,6.214,31.18
49889,6.263,31.180625
49890,6.264,31.18125
49891,6.168,31.181875
49892,6.173,31.1825
49893,6.175,31.183125
49894,6.158,31.18375
49895,6.104,31.184375
49896,6.084,31.185
49897,6.076,31.185625
49898,6.055,31.18625
49899,6.044,31.186875
49900,6.051,31.1875
49901,6.078,31.188125
49902,6.102,31.18875
49903,6.084,31.189375
49904,6.077,31.19
49905,6.179,31.190625
49906,6.159,31.19125
49907,6.134,31.191875
49908,6.133,31.1925
49909,6.11,31.193125
49910,6.082,31.19375
49911,6.057,31.194375
49912,6.053,31.195
49913,6.088,31.195625
49914,6.08,31.19625
49915,5.991,31.196875
49916,5.98,31.1975
49917,5.978,31.198125
49918,5.976,31.19875
49919,5.949,31.199375
49920,5.948,31.2
49921,5.942,31.200625
49922,5.915,31.20125
49923,5.93,31.201875
49924,5.962,31.2025
49925,6.002,31.203125
49926,6.019,31.20375
49927,6.014,31.204375
49928,6.005,31.205
49929,6.005,31.205625
49930,5.998,31.20625
49931,5.975,31.206875
49932,5.944,31.2075
49933,5.962,31.208125
49934,5.915,31.20875
49935,5.855,31.209375
49936,5.821,31.21
49937,5.753,31.210625
49938,5.699,31.21125
49939,5.664,31.211875
49940,5.657,31.2125
49941,5.604,31.213125
49942,5.526,31.21375
49943,5.441,31.214375
49944,5.409,31.215
49945,5.398,31.215625
49946,5.395,31.21625
49947,5.3,31.216875
49948,5.213,31.2175
49949,5.158,31.218125
49950,5.182,31.21875
49951,5.203,31.219375
49952,5.209,31.22
49953,5.194,31.220625
49954,5.167,31.22125
49955,5.194,31.221875
49956,5.226,31.2225
49957,5.168,31.223125
49958,5.152,31.22375
49959,5.132,31.224375
49960,5.095,31.225
49961,5.129,31.225625
49962,5.124,31.22625
49963,5.1,31.226875
49964,5.104,31.2275
49965,5.088,31.228125
49966,5.074,31.22875
49967,5.071,31.229375
49968,5.108,31.23
49969,5.135,31.230625
49970,5.139,31.23125
49971,5.057,31.231875
49972,5.061,31.2325
49973,5.084,31.233125
49974,5.094,31.23375
49975,5.066,31.234375
49976,5.061,31.235
49977,5.067,31.235625
49978,5.002,31.23625
49979,4.922,31.236875
49980,4.846,31.2375
49981,4.788,31.238125
49982,4.677,31.23875
49983,4.649,31.239375
49984,4.694,31.24
49985,4.66,31.240625
49986,4.585,31.24125
49987,4.526,31.241875
49988,4.547,31.2425
49989,4.5,31.243125
49990,4.436,31.24375
49991,4.362,31.244375
49992,4.294,31.245
49993,4.285,31.245625
49994,4.298,31.24625
49995,4.291,31.246875
49996,4.232,31.2475
49997,4.195,31.248125
49998,4.192,31.24875
49999,4.141,31.249375
50000,4.129,31.25
50001,4.134,31.250625
50002,4.12,31.25125
50003,4.075,31.251875
50004,4.037,31.2525
50005,4.017,31.253125
50006,3.976,31.25375
50007,3.958,31.254375
50008,3.952,31.255
50009,3.935,31.255625
50010,3.942,31.25625
50011,3.948,31.256875
50012,3.941,31.2575
50013,3.887,31.258125
50014,3.876,31.25875
50015,3.901,31.259375
50016,3.945,31.26
50017,3.963,31.260625
50018,3.962,31.26125
50019,3.942,31.261875
50020,3.911,31.2625
50021,3.932,31.263125
50022,3.988,31.26375
50023,4.015,31.264375
50024,4.002,31.265
50025,3.993,31.265625
50026,4.02,31.26625
50027,4.022,31.266875
50028,4.026,31.2675
50029,4.033,31.268125
50030,4.043,31.26875
50031,4.061,31.269375
50032,4.045,31.27
50033,3.95,31.270625
50034,3.95,31.27125
50035,3.937,31.271875
50036,3.895,31.2725
50037,3.809,31.273125
50038,3.785,31.27375
50039,3.77,31.274375
50040,3.709,31.275
50041,3.681,31.275625
50042,3.681,31.27625
50043,3.7,31.276875
50044,3.597,31.2775
50045,3.614,31.278125
50046,3.678,31.27875
50047,3.698,31.279375
50048,3.664,31.28
50049,3.642,31.280625
50050,3.648,31.28125
50051,3.621,31.281875
50052,3.675,31.2825
50053,3.745,31.283125
50054,3.704,31.28375
50055,3.652,31.284375
50056,3.613,31.285
50057,3.596,31.285625
50058,3.589,31.28625
50059,3.539,31.286875
50060,3.486,31.2875
50061,3.537,31.288125
50062,3.54,31.28875
50063,3.526,31.289375
50064,3.506,31.29
50065,3.462,31.290625
50066,3.49,31.29125
50067,3.553,31.291875
50068,3.526,31.2925
50069,3.519,31.293125
50070,3.533,31.29375
50071,3.57,31.294375
50072,3.634,31.295
50073,3.695,31.295625
50074,3.756,31.29625
50075,3.838,31.296875
50076,3.852,31.2975
50077,3.867,31.298125
50078,3.935,31.29875
50079,3.982,31.299375
50080,4.04,31.3
50081,4.104,31.300625
50082,4.107,31.30125
50083,4.128,31.301875
50084,4.12,31.3025
50085,4.032,31.303125
50086,4.007,31.30375
50087,3.98,31.304375
50088,3.944,31.305
50089,3.927,31.305625
50090,3.903,31.30625
50091,3.89,31.306875
50092,3.914,31.3075
50093,4.008,31.308125
50094,4.092,31.30875
50095,4.151,31.309375
50096,4.225,31.31
50097,4.307,31.310625
50098,4.409,31.31125
50099,4.566,31.311875
50100,4.697,31.3125
50101,4.761,31.313125
50102,4.74,31.31375
50103,4.695,31.314375
50104,4.628,31.315
50105,4.532,31.315625
50106,4.382,31.31625
50107,4.26,31.316875
50108,4.163,31.3175
50109,4.095,31.318125
50110,4.104,31.31875
50111,4.118,31.319375
50112,4.139,31.32
50113,4.177,31.320625
50114,4.23,31.32125
50115,4.283,31.321875
50116,4.327,31.3225
50117,4.371,31.323125
50118,4.418,31.32375
50119,4.474,31.324375
50120,4.58,31.325
50121,4.609,31.325625
50122,4.643,31.32625
50123,4.735,31.326875
50124,4.737,31.3275
50125,4.729,31.328125
50126,4.726,31.32875
50127,4.805,31.329375
50128,4.793,31.33
50129,4.762,31.330625
50130,4.769,31.33125
50131,4.766,31.331875
50132,4.764,31.3325
50133,4.764,31.333125
50134,4.753,31.33375
50135,4.825,31.334375
50136,4.887,31.335
50137,4.829,31.335625
50138,4.87,31.33625
50139,4.905,31.336875
50140,4.915,31.3375
50141,4.874,31.338125
50142,4.916,31.33875
50143,4.982,31.339375
50144,4.988,31.34
50145,5.041,31.340625
50146,5.086,31.34125
50147,5.109,31.341875
50148,5.099,31.3425
50149,5.136,31.343125
50150,5.201,31.34375
50151,5.269,31.344375
50152,5.418,31.345
50153,5.509,31.345625
50154,5.493,31.34625
50155,5.554,31.346875
50156,5.589,31.3475
50157,5.616,31.348125
50158,5.688,31.34875
50159,5.733,31.349375
50160,5.777,31.35
50161,5.831,31.350625
50162,5.929,31.35125
50163,5.95,31.351875
50164,5.934,31.3525
50165,6.026,31.353125
50166,6.074,31.35375
50167,6.099,31.354375
50168,6.109,31.355
50169,6.049,31.355625
50170,6.043,31.35625
50171,6.09,31.356875
50172,6.151,31.3575
50173,6.133,31.358125
50174,6.125,31.35875
50175,6.2,31.359375
50176,6.19,31.36
50177,6.156,31.360625
50178,6.114,31.36125
50179,6.155,31.361875
50180,6.144,31.3625
50181,6.139,31.363125
50182,6.204,31.36375
50183,6.186,31.364375
50184,6.156,31.365
50185,6.105,31.365625
50186,5.867,31.36625
50187,5.817,31.366875
50188,5.9,31.3675
50189,6.097,31.368125
50190,6.371,31.36875
50191,6.62,31.369375
50192,6.82,31.37
50193,6.946,31.370625
50194,7.013,31.37125
50195,7.059,31.371875
50196,7.14,31.3725
50197,7.171,31.373125
50198,7.161,31.37375
50199,7.111,31.374375
50200,7.142,31.375
50201,7.12,31.375625
50202,7.071,31.37625
50203,7.04,31.376875
50204,6.993,31.3775
50205,6.947,31.378125
50206,6.91,31.37875
50207,6.852,31.379375
50208,6.8,31.38
50209,6.764,31.380625
50210,6.777,31.38125
50211,6.778,31.381875
50212,6.783,31.3825
50213,6.804,31.383125
50214,6.837,31.38375
50215,6.892,31.384375
50216,6.962,31.385
50217,7.023,31.385625
50218,7.021,31.38625
50219,7.033,31.386875
50220,7.115,31.3875
50221,7.197,31.388125
50222,7.214,31.38875
50223,7.192,31.389375
50224,7.304,31.39
50225,7.358,31.390625
50226,7.384,31.39125
50227,7.401,31.391875
50228,7.397,31.3925
50229,7.409,31.393125
50230,7.441,31.39375
50231,7.489,31.394375
50232,7.501,31.395
50233,7.518,31.395625
50234,7.586,31.39625
50235,7.559,31.396875
50236,7.545,31.3975
50237,7.558,31.398125
50238,7.514,31.39875
50239,7.519,31.399375
50240,7.526,31.4
50241,7.465,31.400625
50242,7.456,31.40125
50243,7.445,31.401875
50244,7.425,31.4025
50245,7.496,31.403125
50246,7.501,31.40375
50247,7.478,31.404375
50248,7.491,31.405
50249,7.508,31.405625
50250,7.477,31.40625
50251,7.379,31.406875
50252,7.43,31.4075
50253,7.449,31.408125
50254,7.447,31.40875
50255,7.45,31.409375
50256,7.475,31.41
50257,7.483,31.410625
50258,7.456,31.41125
50259,7.429,31.411875
50260,7.407,31.4125
50261,7.386,31.413125
50262,7.346,31.41375
50263,7.3,31.414375
50264,7.271,31.415
50265,7.278,31.415625
50266,7.223,31.41625
50267,7.201,31.416875
50268,7.204,31.4175
50269,7.183,31.418125
50270,7.17,31.41875
50271,7.169,31.419375
50272,7.186,31.42
50273,7.197,31.420625
50274,7.177,31.42125
50275,7.14,31.421875
50276,7.184,31.4225
50277,7.163,31.423125
50278,7.116,31.42375
50279,7.068,31.424375
50280,7.084,31.425
50281,7.116,31.425625
50282,7.154,31.42625
50283,7.154,31.426875
50284,7.133,31.4275
50285,7.1,31.428125
50286,7.059,31.42875
50287,7.086,31.429375
50288,7.126,31.43
50289,7.168,31.430625
50290,7.157,31.43125
50291,7.196,31.431875
50292,7.251,31.4325
50293,7.274,31.433125
