,numero,centroid
0,coupe_0,94.0764772556269
1,coupe_1,54.091016610591005
2,coupe_2,71.40395772385038
3,coupe_3,74.17753627757489
4,coupe_4,96.6039228919074
5,coupe_5,98.21541206378573
6,coupe_6,88.67094238110526
7,coupe_7,58.70512500189229
8,coupe_8,121.49028729070713
9,coupe_9,75.97727430069342
10,coupe_10,81.65730681322923
11,coupe_11,59.80319106352417
12,coupe_12,61.74407636268076
13,coupe_13,86.57865339733738
14,coupe_14,64.88369973203824
15,coupe_15,74.22467796956825
16,coupe_16,66.99445234421579
17,coupe_17,106.5828173727793
