,numero,intensitemax
0,coupe_0,-41.02163515184894
1,coupe_1,-36.28032085548234
2,coupe_2,-41.14039831490807
3,coupe_3,-42.7132414296164
4,coupe_4,-35.550871781905634
5,coupe_5,-46.6839937579244
6,coupe_6,-40.600030501320525
7,coupe_7,-44.60842575196785
8,coupe_8,-35.76385612851859
9,coupe_9,-42.07031664845576
10,coupe_10,-42.92139947410172
11,coupe_11,-34.95365510267909
12,coupe_12,-50.40034342216262
13,coupe_13,-44.32847522962913
14,coupe_14,-37.64717633552686
15,coupe_15,-38.62572280819971
