,numero,intensitemax
0,coupe_0,-33.200367570247266
1,coupe_1,-44.51295821100623
2,coupe_2,-35.35865418976839
3,coupe_3,-36.723060967967996
4,coupe_4,-35.67699802985833
5,coupe_5,-39.72198619708139
6,coupe_6,-32.4624049399848
7,coupe_7,-33.309407766606824
8,coupe_8,-29.975054577294912
9,coupe_9,-32.44420405900283
10,coupe_10,-30.488146313020263
11,coupe_11,-37.829304746334586
12,coupe_12,-34.69215981133083
13,coupe_13,-33.23678475330195
14,coupe_14,-32.31967126110212
15,coupe_15,-36.356591119761774
16,coupe_16,-32.319570663215494
17,coupe_17,-32.71845504678851
18,coupe_18,-37.30173261071093
