,numero,intensitemax
0,coupe_0,-28.949882545272803
1,coupe_1,-46.98083886086827
2,coupe_2,-40.23464462158539
3,coupe_3,-40.69664550057969
4,coupe_4,-43.922689506203376
5,coupe_5,-43.3598642834649
6,coupe_6,-35.020727801507384
7,coupe_7,-36.9637018754145
8,coupe_8,-40.128898824293884
9,coupe_9,-45.73760529920386
10,coupe_10,-51.93420889728859
11,coupe_11,-48.119231083281804
12,coupe_12,-40.93605576458572
13,coupe_13,-47.46656755787342
14,coupe_14,-32.14988911626243
15,coupe_15,-44.60422030031432
