,numero,intensitemax
0,coupe_0,-47.368903043669484
1,coupe_1,-45.854649986236524
2,coupe_2,-39.335458157628366
3,coupe_3,-43.604625070587836
4,coupe_4,-39.5041037044684
5,coupe_5,-47.241277102768834
6,coupe_6,-38.48067708764706
7,coupe_7,-45.10677172945727
8,coupe_8,-47.34447564282357
9,coupe_9,-33.21499444842453
10,coupe_10,-32.9713658497951
11,coupe_11,-42.10965333825277
12,coupe_12,-37.98661260992036
13,coupe_13,-49.043403171059964
14,coupe_14,-46.55195787928939
15,coupe_15,-53.749820362626856
16,coupe_16,-47.36998390261918
17,coupe_17,-39.61962485358881
18,coupe_18,-54.51372287941262
19,coupe_19,-38.82156474803643
20,coupe_20,-54.23302879339368
