,numero,intensitemax
0,coupe_0,-37.60595272877661
1,coupe_1,-37.09630627643867
2,coupe_2,-36.7081938108644
3,coupe_3,-30.220379095736625
4,coupe_4,-31.90793088310209
5,coupe_5,-38.00937993723085
6,coupe_6,-28.75172289817837
7,coupe_7,-34.009535615417754
8,coupe_8,-30.52431275941342
9,coupe_9,-30.371579459579856
10,coupe_10,-33.49139372952886
11,coupe_11,-37.97374060494393
12,coupe_12,-34.29825687229951
13,coupe_13,-34.10334170049955
14,coupe_14,-33.673325985583354
15,coupe_15,-36.368463315219834
