,t,x
0,0.0,-0.0023991712
1,4.5352502300995986e-05,-0.0033904961
2,9.070500460199197e-05,-0.002980664
3,0.00013605750690298796,-0.002945339
4,0.00018141000920398394,-0.002488426
5,0.00022676251150497993,-0.0025321096
6,0.0002721150138059759,-0.0024177702
7,0.0003174675161069719,-0.0026900987
8,0.0003628200184079679,-0.0025848716
9,0.00040817252070896384,-0.0028648993
10,0.00045352502300995986,-0.0029405693
11,0.0004988775253109559,-0.0029863003
12,0.0005442300276119518,-0.0031108202
13,0.0005895825299129478,-0.0032598448
14,0.0006349350322139439,-0.0032790233
15,0.0006802875345149398,-0.0031478354
16,0.0007256400368159358,-0.0032691243
17,0.0007709925391169317,-0.0033401593
18,0.0008163450414179277,-0.0034763904
19,0.0008616975437189238,-0.0034800589
20,0.0009070500460199197,-0.0036049078
21,0.0009524025483209157,-0.0039777765
22,0.0009977550506219117,-0.00429512
23,0.0010431075529229077,-0.004484051
24,0.0010884600552239037,-0.0043187714
25,0.0011338125575248996,-0.004147558
26,0.0011791650598258956,-0.0038531653
27,0.0012245175621268915,-0.0035912746
28,0.0012698700644278877,-0.0037220572
29,0.0013152225667288837,-0.0037509857
30,0.0013605750690298796,-0.0038077557
31,0.0014059275713308756,-0.0040015536
32,0.0014512800736318715,-0.0041835555
33,0.0014966325759328675,-0.0041303723
34,0.0015419850782338635,-0.0043403977
35,0.0015873375805348594,-0.0046678623
36,0.0016326900828358554,-0.0048882407
37,0.0016780425851368515,-0.0052398588
38,0.0017233950874378475,-0.0053951098
39,0.0017687475897388435,-0.00568631
40,0.0018141000920398394,-0.0060659116
41,0.0018594525943408354,-0.006110346
42,0.0019048050966418313,-0.005982635
43,0.0019501575989428273,-0.0055515803
44,0.0019955101012438235,-0.005042747
45,0.002040862603544819,-0.004820831
46,0.0020862151058458154,-0.0044590593
47,0.002131567608146811,-0.0042068805
48,0.0021769201104478073,-0.0040612523
49,0.0022222726127488035,-0.0037265436
50,0.0022676251150497992,-0.0035814482
51,0.0023129776173507954,-0.0035517004
52,0.002358330119651791,-0.0036828713
53,0.0024036826219527873,-0.0036572944
54,0.002449035124253783,-0.0035278895
55,0.0024943876265547792,-0.0035373762
56,0.0025397401288557754,-0.0032976998
57,0.002585092631156771,-0.0029797994
58,0.0026304451334577673,-0.0026909187
59,0.002675797635758763,-0.0025003643
60,0.0027211501380597592,-0.002540918
61,0.002766502640360755,-0.0026272782
62,0.002811855142661751,-0.0026345276
63,0.002857207644962747,-0.0026758763
64,0.002902560147263743,-0.002757678
65,0.0029479126495647393,-0.0028733818
66,0.002993265151865735,-0.0027711424
67,0.003038617654166731,-0.002646401
68,0.003083970156467727,-0.0026163745
69,0.003129322658768723,-0.0023123831
70,0.003174675161069719,-0.0020572084
71,0.003220027663370715,-0.0019793587
72,0.0032653801656717107,-0.0018393956
73,0.003310732667972707,-0.0020035927
74,0.003356085170273703,-0.0021852562
75,0.003401437672574699,-0.0019175874
76,0.003446790174875695,-0.0018948744
77,0.0034921426771766908,-0.0020501763
78,0.003537495179477687,-0.0018941431
79,0.0035828476817786827,-0.0016504753
80,0.003628200184079679,-0.0014272307
81,0.003673552686380675,-0.0014491699
82,0.0037189051886816708,-0.0015745874
83,0.003764257690982667,-0.0014311873
84,0.0038096101932836627,-0.0011086188
85,0.003854962695584659,-0.0008965479
86,0.0039003151978856546,-0.0004306139
87,0.003945667700186651,-0.000112425936
88,0.003991020202487647,-0.0001571801
89,0.004036372704788643,-0.00021218167
90,0.004081725207089638,-0.0007005337
91,0.004127077709390635,-0.0011028083
92,0.004172430211691631,-0.0013704521
93,0.004217782713992627,-0.0011656446
94,0.004263135216293622,-0.0007421171
95,0.0043084877185946184,-0.00035123108
96,0.004353840220895615,-0.00012891756
97,0.004399192723196611,-0.00019221425
98,0.004444545225497607,-6.702511e-05
99,0.004489897727798602,4.695727e-05
100,0.0045352502300995984,0.00014728634
101,0.004580602732400595,0.00025729847
102,0.004625955234701591,0.0005337565
103,0.004671307737002586,0.0006524845
104,0.004716660239303582,0.00059452455
105,0.0047620127416045785,0.00058824715
106,0.004807365243905575,0.00040862442
107,0.004852717746206571,0.0005197523
108,0.004898070248507566,0.0009740038
109,0.004943422750808562,0.0010652533
110,0.0049887752531095585,0.0011932718
111,0.005034127755410555,0.0012789808
112,0.005079480257711551,0.0010782275
113,0.005124832760012546,0.0009166472
114,0.005170185262313542,0.00085108425
115,0.0052155377646145385,0.00051403645
116,0.005260890266915535,0.000312658
117,0.00530624276921653,0.00044561533
118,0.005351595271517526,0.0004390578
119,0.005396947773818522,0.0007864693
120,0.0054423002761195185,0.0014019122
121,0.005487652778420515,0.0018422497
122,0.00553300528072151,0.0022269625
123,0.005578357783022506,0.0025176576
124,0.005623710285323502,0.0025695341
125,0.0056690627876244985,0.0024354027
126,0.005714415289925494,0.0023360578
127,0.00575976779222649,0.0021786746
128,0.005805120294527486,0.0019526745
129,0.005850472796828482,0.0019954252
130,0.0058958252991294785,0.0018149756
131,0.005941177801430474,0.0014178099
132,0.00598653030373147,0.0010261236
133,0.006031882806032466,0.00065745105
134,0.006077235308333462,0.00045663907
135,0.006122587810634458,0.00026661417
136,0.006167940312935454,0.00015321458
137,0.00621329281523645,0.00012522323
138,0.006258645317537446,8.213599e-05
139,0.006303997819838442,0.00020950472
140,0.006349350322139438,0.00013252001
141,0.006394702824440434,-6.8616486e-05
142,0.00644005532674143,6.8115564e-06
143,0.006485407829042426,0.00013188345
144,0.0065307603313434215,0.0003396334
145,0.006576112833644418,0.00073611736
146,0.006621465335945414,0.0014580876
147,0.00666681783824641,0.0019555308
148,0.006712170340547406,0.0022937332
149,0.0067575228428484015,0.002459444
150,0.006802875345149398,0.0024751087
151,0.006848227847450394,0.0025891908
152,0.00689358034975139,0.002571245
153,0.006938932852052386,0.0024677876
154,0.0069842853543533815,0.0023171313
155,0.007029637856654378,0.0019779834
156,0.007074990358955374,0.0016289816
157,0.00712034286125637,0.0012952092
158,0.007165695363557365,0.0007106189
159,0.0072110478658583615,0.00034841025
160,0.007256400368159358,-0.00021633497
161,0.007301752870460354,-0.00076664076
162,0.00734710537276135,-0.00095938676
163,0.007392457875062345,-0.0011019993
164,0.0074378103773633415,-0.001340638
165,0.007483162879664338,-0.0016403054
166,0.007528515381965334,-0.0015477393
167,0.007573867884266329,-0.0014556497
168,0.007619220386567325,-0.0013087658
169,0.0076645728888683215,-0.0011768211
170,0.007709925391169318,-0.0013959368
171,0.007755277893470314,-0.0014245515
172,0.007800630395771309,-0.0010894471
173,0.007845982898072305,-0.0009444238
174,0.007891335400373302,-0.0011008729
175,0.007936687902674298,-0.0010013387
176,0.007982040404975294,-0.0010394094
177,0.00802739290727629,-0.001169309
178,0.008072745409577286,-0.0010772082
179,0.00811809791187828,-0.0010494014
180,0.008163450414179277,-0.00091368175
181,0.008208802916480273,-0.00077535055
182,0.00825415541878127,-0.0008119997
183,0.008299507921082265,-0.00090211624
184,0.008344860423383262,-0.0009915167
185,0.008390212925684258,-0.0012777069
186,0.008435565427985254,-0.0017563795
187,0.00848091793028625,-0.0023021083
188,0.008526270432587245,-0.002739207
189,0.00857162293488824,-0.0028864841
190,0.008616975437189237,-0.0030277108
191,0.008662327939490233,-0.003129753
192,0.00870768044179123,-0.003016889
193,0.008753032944092225,-0.0027876943
194,0.008798385446393222,-0.0027507658
195,0.008843737948694218,-0.0029716566
196,0.008889090450995214,-0.0031388055
197,0.008934442953296208,-0.0032896162
198,0.008979795455597205,-0.0031927896
199,0.0090251479578982,-0.003001542
200,0.009070500460199197,-0.0029099972
201,0.009115852962500193,-0.0028415478
