,t,x
0,0.0,-0.0014471856
1,4.5352502300995986e-05,-0.002203017
2,9.070500460199197e-05,-0.0021843282
3,0.00013605750690298796,-0.0031353515
4,0.00018141000920398394,-0.003594927
5,0.00022676251150497993,-0.004120234
6,0.0002721150138059759,-0.0043338137
7,0.0003174675161069719,-0.004429507
8,0.0003628200184079679,-0.004086055
9,0.00040817252070896384,-0.003329337
10,0.00045352502300995986,-0.003154535
11,0.0004988775253109559,-0.003353736
12,0.0005442300276119518,-0.0029352307
13,0.0005895825299129478,-0.0021941555
14,0.0006349350322139439,-0.0015125242
15,0.0006802875345149398,-0.0014079566
16,0.0007256400368159358,-0.0022670208
17,0.0007709925391169317,-0.0028747227
18,0.0008163450414179277,-0.0025077658
19,0.0008616975437189238,-0.0015568583
20,0.0009070500460199197,-0.00091605505
21,0.0009524025483209157,-0.0014555653
22,0.0009977550506219117,-0.0025578341
23,0.0010431075529229077,-0.003285986
24,0.0010884600552239037,-0.0025757332
25,0.0011338125575248996,-0.0016799894
26,0.0011791650598258956,-0.0013999459
27,0.0012245175621268915,-0.0017348118
28,0.0012698700644278877,-0.0026335332
29,0.0013152225667288837,-0.0030335502
30,0.0013605750690298796,-0.0032148052
31,0.0014059275713308756,-0.0035024972
32,0.0014512800736318715,-0.0036108096
33,0.0014966325759328675,-0.0033287122
34,0.0015419850782338635,-0.0028595708
35,0.0015873375805348594,-0.0021540832
36,0.0016326900828358554,-0.0015705515
37,0.0016780425851368515,-0.0010388155
38,0.0017233950874378475,-0.0009988699
39,0.0017687475897388435,-0.00083177414
40,0.0018141000920398394,-0.00046946405
41,0.0018594525943408354,-0.00014067767
42,0.0019048050966418313,0.00045053355
43,0.0019501575989428273,0.0005774081
44,0.0019955101012438235,0.0008181133
45,0.002040862603544819,0.0008898002
46,0.0020862151058458154,0.0005161391
47,0.002131567608146811,0.00045491828
48,0.0021769201104478073,0.0004651521
49,0.0022222726127488035,0.00075360585
50,0.0022676251150497992,0.0011899422
51,0.0023129776173507954,0.0014185661
52,0.002358330119651791,0.0011717798
53,0.0024036826219527873,0.00047596951
54,0.002449035124253783,-0.00020492238
55,0.0024943876265547792,-0.0006952705
56,0.0025397401288557754,-0.000821069
57,0.002585092631156771,-0.0010886717
58,0.0026304451334577673,-0.0012848427
59,0.002675797635758763,-0.001508434
60,0.0027211501380597592,-0.0015937978
61,0.002766502640360755,-0.0014207489
62,0.002811855142661751,-0.0011879301
63,0.002857207644962747,-0.00079321
64,0.002902560147263743,-0.00035851035
65,0.0029479126495647393,0.00015433738
66,0.002993265151865735,0.0005665916
67,0.003038617654166731,0.0010237765
68,0.003083970156467727,0.0012341772
69,0.003129322658768723,0.0012235553
70,0.003174675161069719,0.0013569995
71,0.003220027663370715,0.0013291799
72,0.0032653801656717107,0.0011287638
73,0.003310732667972707,0.00097427156
74,0.003356085170273703,0.00079409895
75,0.003401437672574699,0.00039915286
76,0.003446790174875695,-0.000117894655
77,0.0034921426771766908,-0.00023801082
78,0.003537495179477687,-0.00013951688
79,0.0035828476817786827,0.00012422289
80,0.003628200184079679,0.00021072483
81,0.003673552686380675,8.06053e-05
82,0.0037189051886816708,0.0005282046
83,0.003764257690982667,0.00093842973
84,0.0038096101932836627,0.0012024555
85,0.003854962695584659,0.0014144138
86,0.0039003151978856546,0.0014910648
87,0.003945667700186651,0.0012778537
88,0.003991020202487647,0.0012281116
89,0.004036372704788643,0.0013533023
90,0.004081725207089638,0.0014617707
91,0.004127077709390635,0.001785015
92,0.004172430211691631,0.0013885312
93,0.004217782713992627,0.0005474685
94,0.004263135216293622,0.00019478121
95,0.0043084877185946184,0.00072952267
96,0.004353840220895615,0.0012341556
97,0.004399192723196611,0.0014559149
98,0.004444545225497607,0.001354659
99,0.004489897727798602,0.0011804075
100,0.0045352502300995984,0.0011837659
101,0.004580602732400595,0.0012907668
102,0.004625955234701591,0.0014127401
103,0.004671307737002586,0.0013909045
104,0.004716660239303582,0.0016361951
105,0.0047620127416045785,0.0017492195
106,0.004807365243905575,0.0016602927
107,0.004852717746206571,0.001224983
108,0.004898070248507566,0.0008177079
109,0.004943422750808562,0.0005916423
110,0.0049887752531095585,0.0006862728
111,0.005034127755410555,0.0007364612
112,0.005079480257711551,0.0005596565
113,0.005124832760012546,0.0002984976
114,0.005170185262313542,-0.00019423154
115,0.0052155377646145385,-0.0005102958
116,0.005260890266915535,-0.0006927235
117,0.00530624276921653,-0.0007376191
118,0.005351595271517526,-0.00064790505
119,0.005396947773818522,-0.0006014538
120,0.0054423002761195185,-0.0005453137
121,0.005487652778420515,-0.00051480246
122,0.00553300528072151,-0.0003839906
123,0.005578357783022506,0.00013134781
124,0.005623710285323502,0.00064968294
125,0.0056690627876244985,0.0011217484
126,0.005714415289925494,0.0013912905
127,0.00575976779222649,0.0015401226
128,0.005805120294527486,0.0014053233
129,0.005850472796828482,0.0013461075
130,0.0058958252991294785,0.0012073016
131,0.005941177801430474,0.0008393834
132,0.00598653030373147,0.0007737226
133,0.006031882806032466,0.0006354635
134,0.006077235308333462,0.0012137112
135,0.006122587810634458,0.0017218182
136,0.006167940312935454,0.0017382988
137,0.00621329281523645,0.001678731
138,0.006258645317537446,0.0016129812
139,0.006303997819838442,0.001815037
140,0.006349350322139438,0.0021091767
141,0.006394702824440434,0.002736665
142,0.00644005532674143,0.002968231
143,0.006485407829042426,0.003057612
144,0.0065307603313434215,0.0027703003
145,0.006576112833644418,0.0020098987
146,0.006621465335945414,0.0014468181
147,0.00666681783824641,0.00094630546
148,0.006712170340547406,0.0005505243
149,0.0067575228428484015,0.00024045957
150,0.006802875345149398,0.00010304783
151,0.006848227847450394,-0.00033601612
152,0.00689358034975139,-0.00061454024
153,0.006938932852052386,-0.0010367307
154,0.0069842853543533815,-0.0012988966
155,0.007029637856654378,-0.0011441284
156,0.007074990358955374,-0.0013262862
157,0.00712034286125637,-0.0014147565
158,0.007165695363557365,-0.0014954526
159,0.0072110478658583615,-0.0014606798
160,0.007256400368159358,-0.0014489013
161,0.007301752870460354,-0.0015801765
162,0.00734710537276135,-0.0017208197
163,0.007392457875062345,-0.0017207824
164,0.0074378103773633415,-0.0013746403
165,0.007483162879664338,-0.00082510896
166,0.007528515381965334,-0.00031120543
167,0.007573867884266329,-7.9836e-06
168,0.007619220386567325,2.5303214e-06
169,0.0076645728888683215,5.1311083e-05
170,0.007709925391169318,1.8127883e-05
171,0.007755277893470314,-0.00021860741
172,0.007800630395771309,-0.0003855991
173,0.007845982898072305,-0.0005727297
174,0.007891335400373302,-0.00086764514
175,0.007936687902674298,-0.001008685
176,0.007982040404975294,-0.0007236448
177,0.00802739290727629,-0.0005667841
178,0.008072745409577286,-0.0004671312
179,0.00811809791187828,-9.4916104e-05
180,0.008163450414179277,0.00019417633
181,0.008208802916480273,0.00017351905
182,0.00825415541878127,0.00016256773
183,0.008299507921082265,0.00012429398
184,0.008344860423383262,0.00034054037
185,0.008390212925684258,0.0006491191
186,0.008435565427985254,0.00064689876
187,0.00848091793028625,0.00050709187
188,0.008526270432587245,0.00038241275
189,0.00857162293488824,0.00043067566
190,0.008616975437189237,0.00032171665
191,0.008662327939490233,0.00018600335
192,0.00870768044179123,0.00011862952
193,0.008753032944092225,0.0002930487
194,0.008798385446393222,0.00040274125
195,0.008843737948694218,0.00056919164
196,0.008889090450995214,0.00058299914
197,0.008934442953296208,0.0003010275
198,0.008979795455597205,4.1522824e-05
199,0.0090251479578982,0.00011543679
200,0.009070500460199197,0.00045957265
201,0.009115852962500193,0.000648846
202,0.00916120546480119,0.00097254367
203,0.009206557967102185,0.0010126871
204,0.009251910469403182,0.0009709531
205,0.009297262971704178,0.0011578887
206,0.009342615474005172,0.0015977656
207,0.009387967976306168,0.0020516259
208,0.009433320478607165,0.0020359019
209,0.00947867298090816,0.0017487006
210,0.009524025483209157,0.0018602707
211,0.009569377985510153,0.0020472736
212,0.00961473048781115,0.0021343315
213,0.009660082990112145,0.0021963087
214,0.009705435492413142,0.0020836913
215,0.009750787994714136,0.002098494
216,0.009796140497015132,0.0021931587
217,0.009841492999316128,0.0023461846
218,0.009886845501617125,0.002647151
219,0.00993219800391812,0.0028443562
220,0.009977550506219117,0.0026891585
221,0.010022903008520113,0.0023131052
222,0.01006825551082111,0.0019605197
223,0.010113608013122105,0.0019489435
224,0.010158960515423102,0.0018105363
225,0.010204313017724096,0.0019555606
226,0.010249665520025092,0.0024833493
227,0.010295018022326088,0.0029928554
228,0.010340370524627085,0.0031972046
229,0.01038572302692808,0.0029230963
230,0.010431075529229077,0.0026409337
231,0.010476428031530073,0.0020177374
232,0.01052178053383107,0.0014991867
233,0.010567133036132065,0.00146001
234,0.01061248553843306,0.00147342
235,0.010657838040734056,0.0017467588
236,0.010703190543035052,0.002317267
237,0.010748543045336048,0.0028605757
238,0.010793895547637045,0.0035365203
239,0.01083924804993804,0.0037396378
240,0.010884600552239037,0.003821101
241,0.010929953054540033,0.004269985
242,0.01097530555684103,0.004419876
243,0.011020658059142024,0.004233339
244,0.01106601056144302,0.004112165
245,0.011111363063744016,0.004420689
246,0.011156715566045012,0.0045376844
247,0.011202068068346008,0.0044549555
248,0.011247420570647005,0.0043181647
249,0.011292773072948,0.0037098043
250,0.011338125575248997,0.0028403199
251,0.011383478077549993,0.0023891134
252,0.011428830579850988,0.0021836555
253,0.011474183082151984,0.0020268003
254,0.01151953558445298,0.0018496037
255,0.011564888086753976,0.0016283473
256,0.011610240589054972,0.0016477434
257,0.011655593091355968,0.0016798733
258,0.011700945593656965,0.0016905639
259,0.01174629809595796,0.0019726828
260,0.011791650598258957,0.0023998576
261,0.011837003100559951,0.0025117141
262,0.011882355602860948,0.0024759108
263,0.011927708105161944,0.0025875298
264,0.01197306060746294,0.0025407944
265,0.012018413109763936,0.0025924956
266,0.012063765612064932,0.0025863624
267,0.012109118114365928,0.0023611016
268,0.012154470616666925,0.0025033017
269,0.01219982311896792,0.002724582
270,0.012245175621268915,0.002969587
271,0.012290528123569911,0.0030440288
272,0.012335880625870908,0.003149878
273,0.012381233128171904,0.0031429855
274,0.0124265856304729,0.0028716605
