numero,intensitemax
coupe_0,-41.78602837414126
coupe_1,-49.70981443114911
coupe_2,-49.58650334824098
coupe_3,-47.71412154981613
coupe_4,-54.24774158816713
coupe_5,-43.80229007997346
coupe_6,-46.86888548344804
coupe_7,-42.86622023355893
coupe_8,-53.511588836135886
coupe_9,-36.03825718593387
coupe_10,-43.746801447881566
coupe_11,-50.611929468197985
coupe_12,-37.3295986322633
coupe_13,-42.49474196080065
coupe_14,-49.784139131574456
