numero,intensitemax
coupe_0,-30.429509120178587
coupe_1,-29.281678066981595
coupe_2,-35.3886886917241
coupe_3,-32.653261415249595
coupe_4,-36.93525305535802
coupe_5,-42.66360211366326
coupe_6,-33.83055672903909
coupe_7,-40.572022981955996
coupe_8,-31.046437739427493
coupe_9,-35.768041714273245
coupe_10,-44.76427448747163
coupe_11,-48.50376951622174
coupe_12,-42.95249622600987
coupe_13,-29.87020704961946
coupe_14,-34.90169044406928
