,numero,centroid
0,coupe_0,46.707562121868584
1,coupe_1,35.73753536192158
2,coupe_2,32.971608241511255
3,coupe_3,34.40044245981168
4,coupe_4,33.54764316174171
5,coupe_5,31.73542205672423
6,coupe_6,28.54183339788884
7,coupe_7,34.8700082594992
8,coupe_8,30.023016649294956
9,coupe_9,35.712127307189135
10,coupe_10,27.907566616473368
11,coupe_11,31.47505362041018
12,coupe_12,33.50996673349034
13,coupe_13,31.666538096405738
14,coupe_14,39.661059546918445
15,coupe_15,31.987607988581303
