,numero,intensitemax
0,coupe_0,-38.36271080006655
1,coupe_1,-28.627664021135878
2,coupe_2,-33.681376913955184
3,coupe_3,-41.186404673056714
4,coupe_4,-35.89275849295332
5,coupe_5,-37.11042897517059
6,coupe_6,-32.58018169468832
7,coupe_7,-32.01056768320772
8,coupe_8,-33.29396713105983
9,coupe_9,-33.66224412538711
10,coupe_10,-37.631526596424216
11,coupe_11,-31.46138674687105
12,coupe_12,-40.551287957419014
13,coupe_13,-33.81475875902297
14,coupe_14,-32.39287637639822
15,coupe_15,-33.51767607679259
