,numero,intensitemax
0,coupe_0,-28.19682167139455
1,coupe_1,-29.95546313062199
2,coupe_2,-40.85132279308496
3,coupe_3,-27.791760393118523
4,coupe_4,-31.28190783229124
5,coupe_5,-32.63380001453746
6,coupe_6,-27.806231982988194
7,coupe_7,-32.21216213911455
8,coupe_8,-28.67204442450966
9,coupe_9,-28.421813652246122
10,coupe_10,-25.925096819345697
11,coupe_11,-32.25023373165398
12,coupe_12,-33.83619282894755
13,coupe_13,-41.081890751207204
14,coupe_14,-33.07724073921683
15,coupe_15,-44.33564746766466
16,coupe_16,-31.531882187699594
17,coupe_17,-27.546376783382534
18,coupe_18,-32.6019234564336
19,coupe_19,-33.41131839350694
20,coupe_20,-38.19240115718206
