,numero,intensitemax
0,coupe_0,-35.611918334566454
1,coupe_1,-35.27933166575948
2,coupe_2,-32.26830694658641
3,coupe_3,-46.40472711759641
4,coupe_4,-33.591377961485605
5,coupe_5,-50.273664670959725
6,coupe_6,-35.619939013535564
7,coupe_7,-32.573053247984845
8,coupe_8,-36.0372557869849
9,coupe_9,-33.424081971432074
10,coupe_10,-35.43909360065101
11,coupe_11,-36.47270802814715
12,coupe_12,-33.97971086936935
13,coupe_13,-31.683195127174336
14,coupe_14,-33.86864709163153
15,coupe_15,-31.408452128025196
