,numero,centroid
0,coupe_0,34.761388522023395
1,coupe_1,36.93259224456944
2,coupe_2,24.97445666495365
3,coupe_3,34.491955545626716
4,coupe_4,40.05913751753203
5,coupe_5,29.700121183126843
6,coupe_6,30.9672973164811
7,coupe_7,38.363803727281116
8,coupe_8,32.08653276862943
9,coupe_9,33.248440105674774
10,coupe_10,37.57048952633062
11,coupe_11,41.62983974969471
12,coupe_12,27.554206550631626
13,coupe_13,33.45832125566555
14,coupe_14,34.896002867429274
15,coupe_15,35.85939991938594
