,numero,centroid
0,coupe_0,39.11117200743184
1,coupe_1,45.82280331611353
2,coupe_2,43.311241900142086
3,coupe_3,57.60479347599915
4,coupe_4,78.04382862082639
5,coupe_5,91.71043585608516
6,coupe_6,49.05511494871966
7,coupe_7,67.33057680128461
8,coupe_8,47.64936414746533
9,coupe_9,58.50556109582324
10,coupe_10,30.989809755203577
11,coupe_11,46.72579234982066
12,coupe_12,44.77147234722996
13,coupe_13,61.61027670847561
14,coupe_14,81.49966684044168
15,coupe_15,35.30499265190252
16,coupe_16,41.87049791983391
17,coupe_17,47.83778894993534
