,ay,t
12859,3.673,8.036875
12860,3.69,8.0375
12861,3.67,8.038125
12862,3.632,8.03875
12863,3.622,8.039375
12864,3.604,8.04
12865,3.587,8.040625
12866,3.577,8.04125
12867,3.484,8.041875
12868,3.454,8.0425
12869,3.467,8.043125
12870,3.436,8.04375
12871,3.434,8.044375
12872,3.435,8.045
12873,3.424,8.045625
12874,3.408,8.04625
12875,3.425,8.046875
12876,3.463,8.0475
12877,3.429,8.048125
12878,3.395,8.04875
12879,3.37,8.049375
12880,3.367,8.05
12881,3.391,8.050625
12882,3.381,8.05125
12883,3.336,8.051875
12884,3.323,8.0525
12885,3.38,8.053125
12886,3.425,8.05375
12887,3.34,8.054375
12888,3.328,8.055
12889,3.343,8.055625
12890,3.375,8.05625
12891,3.351,8.056875
12892,3.362,8.0575
12893,3.378,8.058125
12894,3.344,8.05875
12895,3.34,8.059375
12896,3.321,8.06
12897,3.271,8.060625
12898,3.353,8.06125
12899,3.339,8.061875
12900,3.273,8.0625
12901,3.259,8.063125
12902,3.259,8.06375
12903,3.244,8.064375
12904,3.2,8.065
12905,3.245,8.065625
12906,3.231,8.06625
12907,3.162,8.066875
12908,3.05,8.0675
12909,3.052,8.068125
12910,3.069,8.06875
12911,3.038,8.069375
12912,3.055,8.07
12913,3.059,8.070625
12914,3.053,8.07125
12915,3.077,8.071875
12916,3.077,8.0725
12917,3.059,8.073125
12918,3.025,8.07375
12919,3.043,8.074375
12920,3.027,8.075
12921,2.977,8.075625
12922,3.028,8.07625
12923,3.041,8.076875
12924,3.048,8.0775
12925,3.096,8.078125
12926,3.1,8.07875
12927,3.098,8.079375
12928,3.099,8.08
12929,3.133,8.080625
12930,3.169,8.08125
12931,3.201,8.081875
12932,3.211,8.0825
12933,3.254,8.083125
12934,3.271,8.08375
12935,3.237,8.084375
12936,3.22,8.085
12937,3.285,8.085625
12938,3.381,8.08625
12939,3.357,8.086875
12940,3.397,8.0875
12941,3.451,8.088125
12942,3.498,8.08875
12943,3.507,8.089375
12944,3.471,8.09
12945,3.419,8.090625
12946,3.491,8.09125
12947,3.54,8.091875
12948,3.564,8.0925
12949,3.554,8.093125
12950,3.581,8.09375
12951,3.561,8.094375
12952,3.504,8.095
12953,3.538,8.095625
12954,3.581,8.09625
12955,3.611,8.096875
12956,3.598,8.0975
12957,3.659,8.098125
12958,3.708,8.09875
12959,3.73,8.099375
12960,3.719,8.1
12961,3.758,8.100625
12962,3.797,8.10125
12963,3.756,8.101875
12964,3.801,8.1025
12965,3.856,8.103125
12966,3.903,8.10375
12967,3.941,8.104375
12968,3.989,8.105
12969,4.048,8.105625
12970,4.122,8.10625
12971,4.151,8.106875
12972,4.18,8.1075
12973,4.227,8.108125
12974,4.339,8.10875
12975,4.351,8.109375
12976,4.303,8.11
12977,4.32,8.110625
12978,4.319,8.11125
12979,4.311,8.111875
12980,4.301,8.1125
12981,4.294,8.113125
12982,4.294,8.11375
12983,4.297,8.114375
12984,4.277,8.115
12985,4.286,8.115625
12986,4.295,8.11625
12987,4.278,8.116875
12988,4.307,8.1175
12989,4.348,8.118125
12990,4.393,8.11875
12991,4.413,8.119375
12992,4.459,8.12
12993,4.507,8.120625
12994,4.527,8.12125
12995,4.615,8.121875
12996,4.675,8.1225
12997,4.688,8.123125
12998,4.691,8.12375
12999,4.732,8.124375
13000,4.779,8.125
13001,4.779,8.125625
13002,4.739,8.12625
13003,4.722,8.126875
13004,4.745,8.1275
13005,4.735,8.128125
13006,4.743,8.12875
13007,4.76,8.129375
13008,4.76,8.13
13009,4.784,8.130625
13010,4.794,8.13125
13011,4.77,8.131875
13012,4.713,8.1325
13013,4.713,8.133125
13014,4.752,8.13375
13015,4.766,8.134375
13016,4.726,8.135
13017,4.711,8.135625
13018,4.779,8.13625
13019,4.803,8.136875
13020,4.809,8.1375
13021,4.803,8.138125
13022,4.807,8.13875
13023,4.815,8.139375
13024,4.84,8.14
13025,4.902,8.140625
13026,4.908,8.14125
13027,4.901,8.141875
13028,4.893,8.1425
13029,4.948,8.143125
13030,4.966,8.14375
13031,4.964,8.144375
13032,4.957,8.145
13033,4.965,8.145625
13034,4.972,8.14625
13035,4.978,8.146875
13036,5.046,8.1475
13037,5.06,8.148125
13038,5.057,8.14875
13039,5.101,8.149375
13040,5.115,8.15
13041,5.108,8.150625
13042,5.081,8.15125
13043,5.166,8.151875
13044,5.16,8.1525
13045,5.11,8.153125
13046,5.141,8.15375
13047,5.166,8.154375
13048,5.19,8.155
13049,5.214,8.155625
13050,5.208,8.15625
13051,5.186,8.156875
13052,5.169,8.1575
13053,5.247,8.158125
13054,5.23,8.15875
13055,5.176,8.159375
13056,5.118,8.16
13057,5.051,8.160625
13058,5.052,8.16125
13059,5.108,8.161875
13060,5.102,8.1625
13061,5.081,8.163125
13062,5.041,8.16375
13063,4.969,8.164375
13064,4.964,8.165
13065,4.94,8.165625
13066,4.892,8.16625
13067,4.936,8.166875
13068,4.944,8.1675
13069,4.934,8.168125
13070,4.924,8.16875
13071,4.917,8.169375
13072,4.919,8.17
13073,4.932,8.170625
13074,4.946,8.17125
13075,4.939,8.171875
13076,4.922,8.1725
13077,4.922,8.173125
13078,4.912,8.17375
13079,4.921,8.174375
13080,4.965,8.175
13081,4.976,8.175625
13082,4.996,8.17625
13083,5.006,8.176875
13084,4.938,8.1775
13085,4.982,8.178125
13086,5.042,8.17875
13087,5.07,8.179375
13088,5.061,8.18
13089,5.057,8.180625
13090,5.059,8.18125
13091,5.076,8.181875
13092,5.056,8.1825
13093,5.029,8.183125
13094,5.019,8.18375
13095,5.0,8.184375
13096,4.971,8.185
13097,4.937,8.185625
13098,4.933,8.18625
13099,4.969,8.186875
13100,4.993,8.1875
13101,4.939,8.188125
13102,4.923,8.18875
13103,4.933,8.189375
13104,4.965,8.19
13105,4.962,8.190625
13106,4.978,8.19125
13107,5.001,8.191875
13108,5.008,8.1925
13109,5.043,8.193125
13110,5.112,8.19375
13111,5.22,8.194375
13112,5.233,8.195
13113,5.199,8.195625
13114,5.158,8.19625
13115,5.209,8.196875
13116,5.219,8.1975
13117,5.225,8.198125
13118,5.238,8.19875
13119,5.239,8.199375
13120,5.229,8.2
13121,5.221,8.200625
13122,5.258,8.20125
13123,5.262,8.201875
13124,5.267,8.2025
13125,5.294,8.203125
13126,5.385,8.20375
13127,5.421,8.204375
13128,5.404,8.205
13129,5.387,8.205625
13130,5.436,8.20625
13131,5.491,8.206875
13132,5.501,8.2075
13133,5.52,8.208125
13134,5.526,8.20875
13135,5.515,8.209375
13136,5.505,8.21
13137,5.49,8.210625
13138,5.489,8.21125
13139,5.53,8.211875
13140,5.547,8.2125
13141,5.538,8.213125
13142,5.505,8.21375
13143,5.584,8.214375
