,ay,t
32048,5.138,20.03
32049,5.138,20.030625
32050,5.192,20.03125
32051,5.233,20.031875
32052,5.178,20.0325
32053,5.204,20.033125
32054,5.243,20.03375
32055,5.281,20.034375
32056,5.274,20.035
32057,5.292,20.035625
32058,5.34,20.03625
32059,5.446,20.036875
32060,5.483,20.0375
32061,5.513,20.038125
32062,5.55,20.03875
32063,5.584,20.039375
32064,5.622,20.04
32065,5.673,20.040625
32066,5.765,20.04125
32067,5.776,20.041875
32068,5.808,20.0425
32069,5.907,20.043125
32070,5.922,20.04375
32071,5.945,20.044375
32072,5.976,20.045
32073,6.007,20.045625
32074,6.071,20.04625
32075,6.138,20.046875
32076,6.193,20.0475
32077,6.193,20.048125
32078,6.204,20.04875
32079,6.233,20.049375
32080,6.297,20.05
32081,6.357,20.050625
32082,6.385,20.05125
32083,6.344,20.051875
32084,6.428,20.0525
32085,6.489,20.053125
32086,6.503,20.05375
32087,6.449,20.054375
32088,6.47,20.055
32089,6.515,20.055625
32090,6.525,20.05625
32091,6.506,20.056875
32092,6.524,20.0575
32093,6.59,20.058125
32094,6.621,20.05875
32095,6.628,20.059375
32096,6.621,20.06
32097,6.614,20.060625
32098,6.624,20.06125
32099,6.622,20.061875
32100,6.598,20.0625
32101,6.592,20.063125
32102,6.585,20.06375
32103,6.572,20.064375
32104,6.531,20.065
32105,6.524,20.065625
32106,6.532,20.06625
32107,6.545,20.066875
32108,6.454,20.0675
32109,6.408,20.068125
32110,6.399,20.06875
32111,6.375,20.069375
32112,6.336,20.07
32113,6.3,20.070625
32114,6.279,20.07125
32115,6.262,20.071875
32116,6.238,20.0725
32117,6.197,20.073125
32118,6.075,20.07375
32119,6.105,20.074375
32120,6.171,20.075
32121,6.168,20.075625
32122,6.101,20.07625
32123,6.044,20.076875
32124,6.012,20.0775
32125,6.042,20.078125
32126,6.039,20.07875
32127,6.023,20.079375
32128,6.02,20.08
32129,5.961,20.080625
32130,5.929,20.08125
32131,5.942,20.081875
32132,5.918,20.0825
32133,5.9,20.083125
32134,5.888,20.08375
32135,5.881,20.084375
32136,5.943,20.085
32137,5.943,20.085625
32138,5.824,20.08625
32139,5.826,20.086875
32140,5.82,20.0875
32141,5.802,20.088125
32142,5.768,20.08875
32143,5.787,20.089375
32144,5.794,20.09
32145,5.753,20.090625
32146,5.767,20.09125
32147,5.741,20.091875
32148,5.683,20.0925
32149,5.646,20.093125
32150,5.609,20.09375
32151,5.584,20.094375
32152,5.588,20.095
32153,5.563,20.095625
32154,5.577,20.09625
32155,5.618,20.096875
32156,5.533,20.0975
32157,5.504,20.098125
32158,5.506,20.09875
32159,5.519,20.099375
32160,5.53,20.1
32161,5.532,20.100625
32162,5.525,20.10125
32163,5.511,20.101875
32164,5.546,20.1025
32165,5.575,20.103125
32166,5.5,20.10375
32167,5.476,20.104375
32168,5.455,20.105
32169,5.426,20.105625
32170,5.439,20.10625
32171,5.446,20.106875
32172,5.441,20.1075
32173,5.4,20.108125
32174,5.438,20.10875
32175,5.468,20.109375
32176,5.454,20.11
32177,5.461,20.110625
32178,5.454,20.11125
32179,5.429,20.111875
32180,5.364,20.1125
32181,5.341,20.113125
32182,5.346,20.11375
32183,5.38,20.114375
32184,5.366,20.115
32185,5.34,20.115625
32186,5.311,20.11625
32187,5.314,20.116875
32188,5.303,20.1175
32189,5.266,20.118125
32190,5.184,20.11875
32191,5.216,20.119375
32192,5.233,20.12
32193,5.223,20.120625
32194,5.213,20.12125
32195,5.21,20.121875
32196,5.198,20.1225
32197,5.154,20.123125
32198,5.036,20.12375
32199,4.955,20.124375
32200,4.93,20.125
32201,4.893,20.125625
32202,4.851,20.12625
32203,4.804,20.126875
32204,4.746,20.1275
32205,4.702,20.128125
32206,4.656,20.12875
32207,4.601,20.129375
32208,4.554,20.13
32209,4.486,20.130625
32210,4.407,20.13125
32211,4.343,20.131875
32212,4.299,20.1325
32213,4.258,20.133125
32214,4.211,20.13375
32215,4.13,20.134375
32216,4.081,20.135
32217,4.053,20.135625
32218,4.002,20.13625
32219,3.931,20.136875
32220,3.842,20.1375
32221,3.733,20.138125
32222,3.662,20.13875
32223,3.576,20.139375
32224,3.482,20.14
32225,3.452,20.140625
32226,3.431,20.14125
32227,3.402,20.141875
32228,3.344,20.1425
32229,3.334,20.143125
32230,3.272,20.14375
32231,3.152,20.144375
32232,3.097,20.145
32233,3.05,20.145625
32234,3.025,20.14625
32235,3.055,20.146875
32236,2.961,20.1475
32237,2.935,20.148125
32238,3.014,20.14875
32239,2.946,20.149375
32240,2.923,20.15
32241,2.917,20.150625
32242,2.876,20.15125
32243,2.907,20.151875
32244,2.938,20.1525
32245,2.945,20.153125
32246,2.948,20.15375
32247,2.992,20.154375
32248,3.042,20.155
32249,2.994,20.155625
32250,3.033,20.15625
32251,3.104,20.156875
32252,3.185,20.1575
32253,3.186,20.158125
32254,3.181,20.15875
32255,3.185,20.159375
32256,3.26,20.16
32257,3.35,20.160625
32258,3.411,20.16125
32259,3.401,20.161875
32260,3.475,20.1625
32261,3.497,20.163125
32262,3.474,20.16375
32263,3.549,20.164375
32264,3.615,20.165
32265,3.678,20.165625
32266,3.746,20.16625
32267,3.766,20.166875
32268,3.84,20.1675
32269,3.973,20.168125
32270,3.956,20.16875
32271,3.966,20.169375
32272,3.997,20.17
32273,4.052,20.170625
32274,4.118,20.17125
32275,4.175,20.171875
32276,4.22,20.1725
32277,4.264,20.173125
32278,4.295,20.17375
32279,4.316,20.174375
32280,4.323,20.175
32281,4.359,20.175625
32282,4.393,20.17625
32283,4.41,20.176875
32284,4.403,20.1775
32285,4.406,20.178125
32286,4.422,20.17875
32287,4.467,20.179375
