,ay,t
67275,58.201,42.046875
67276,58.085,42.0475
67277,57.931,42.048125
67278,57.729,42.04875
67279,57.436,42.049375
67280,57.096,42.05
67281,56.627,42.050625
67282,55.933,42.05125
67283,55.887,42.051875
67284,57.713,42.0525
67285,60.836,42.053125
67286,60.656,42.05375
67287,55.883,42.054375
67288,49.919,42.055
67289,45.804,42.055625
67290,46.398,42.05625
67291,46.965,42.056875
67292,47.276,42.0575
67293,53.473,42.058125
67294,60.037,42.05875
67295,65.249,42.059375
67296,65.936,42.06
67297,67.36,42.060625
67298,68.974,42.06125
67299,70.679,42.061875
67300,72.944,42.0625
67301,76.327,42.063125
67302,80.483,42.06375
67303,84.986,42.064375
67304,87.75,42.065
67305,88.838,42.065625
67306,88.032,42.06625
67307,85.325,42.066875
67308,82.15,42.0675
67309,78.563,42.068125
67310,74.546,42.06875
67311,70.67,42.069375
67312,67.177,42.07
67313,64.289,42.070625
67314,62.451,42.07125
67315,60.589,42.071875
67316,58.571,42.0725
67317,55.966,42.073125
67318,52.729,42.07375
67319,49.418,42.074375
67320,46.448,42.075
67321,43.886,42.075625
67322,41.556,42.07625
67323,39.452,42.076875
67324,37.677,42.0775
67325,36.22,42.078125
67326,34.91,42.07875
67327,33.607,42.079375
67328,31.975,42.08
67329,30.383,42.080625
67330,28.912,42.08125
67331,27.738,42.081875
67332,26.698,42.0825
67333,25.732,42.083125
67334,24.78,42.08375
67335,23.916,42.084375
67336,23.185,42.085
67337,22.616,42.085625
67338,22.354,42.08625
67339,22.069,42.086875
67340,21.778,42.0875
67341,21.519,42.088125
67342,21.383,42.08875
67343,21.25,42.089375
67344,21.073,42.09
67345,20.942,42.090625
67346,20.883,42.09125
67347,20.883,42.091875
67348,20.917,42.0925
67349,20.915,42.093125
67350,20.917,42.09375
67351,20.947,42.094375
67352,20.694,42.095
67353,20.53,42.095625
67354,20.457,42.09625
67355,20.352,42.096875
67356,19.871,42.0975
67357,19.414,42.098125
67358,19.343,42.09875
67359,19.265,42.099375
67360,19.194,42.1
67361,19.109,42.100625
67362,18.806,42.10125
67363,18.531,42.101875
67364,18.264,42.1025
67365,17.981,42.103125
67366,17.711,42.10375
67367,17.447,42.104375
67368,17.186,42.105
67369,16.876,42.105625
67370,16.528,42.10625
67371,16.184,42.106875
67372,15.929,42.1075
67373,15.564,42.108125
67374,15.164,42.10875
67375,14.745,42.109375
67376,14.293,42.11
67377,13.843,42.110625
67378,13.381,42.11125
67379,12.868,42.111875
67380,12.408,42.1125
67381,11.915,42.113125
67382,11.343,42.11375
67383,10.762,42.114375
67384,10.184,42.115
67385,9.618,42.115625
67386,9.101,42.11625
67387,8.597,42.116875
67388,8.168,42.1175
67389,7.879,42.118125
67390,7.246,42.11875
67391,6.568,42.119375
67392,5.883,42.12
67393,5.271,42.120625
67394,4.659,42.12125
67395,4.096,42.121875
67396,3.651,42.1225
67397,3.211,42.123125
67398,2.898,42.12375
67399,2.719,42.124375
67400,2.515,42.125
67401,1.976,42.125625
67402,1.324,42.12625
67403,0.831,42.126875
67404,0.404,42.1275
67405,-0.036,42.128125
67406,-0.509,42.12875
67407,-0.968,42.129375
67408,-1.301,42.13
67409,-1.56,42.130625
67410,-1.818,42.13125
67411,-2.047,42.131875
67412,-2.217,42.1325
67413,-2.312,42.133125
67414,-2.384,42.13375
67415,-2.473,42.134375
67416,-2.584,42.135
67417,-2.737,42.135625
67418,-2.675,42.13625
67419,-2.653,42.136875
67420,-2.813,42.1375
67421,-2.84,42.138125
67422,-2.784,42.13875
67423,-2.649,42.139375
67424,-2.414,42.14
67425,-2.187,42.140625
67426,-1.938,42.14125
67427,-1.639,42.141875
67428,-1.227,42.1425
67429,-0.719,42.143125
67430,-0.178,42.14375
67431,-0.086,42.144375
67432,0.001,42.145
67433,0.126,42.145625
67434,0.351,42.14625
67435,0.617,42.146875
67436,0.9,42.1475
67437,1.2,42.148125
67438,1.557,42.14875
67439,1.856,42.149375
67440,2.144,42.15
67441,2.491,42.150625
67442,2.784,42.15125
67443,3.062,42.151875
67444,3.332,42.1525
67445,3.505,42.153125
67446,3.747,42.15375
67447,4.027,42.154375
67448,4.282,42.155
67449,4.54,42.155625
67450,4.79,42.15625
67451,5.028,42.156875
67452,5.183,42.1575
67453,5.346,42.158125
67454,5.536,42.15875
67455,5.829,42.159375
67456,6.098,42.16
67457,6.358,42.160625
67458,6.613,42.16125
