,numero,intensitemax
0,coupe_0,-32.04189474936128
1,coupe_1,-36.78306357747894
2,coupe_2,-39.22455503642841
3,coupe_3,-37.648360058030754
4,coupe_4,-38.09275722005887
5,coupe_5,-46.49540912163809
6,coupe_6,-31.48263315974723
7,coupe_7,-30.516220584394386
8,coupe_8,-33.60185649566778
9,coupe_9,-32.01823351075176
10,coupe_10,-30.881962521552847
11,coupe_11,-36.09616646336944
12,coupe_12,-37.74708044461855
13,coupe_13,-38.62953109745564
14,coupe_14,-31.222384175798055
15,coupe_15,-39.228628586226435
16,coupe_16,-30.38683962565976
17,coupe_17,-30.094676962312576
