,numero,intensitemax
0,coupe_0,-39.92766835684137
1,coupe_1,-41.82704561367472
2,coupe_2,-37.96482758833686
3,coupe_3,-37.88491300980752
4,coupe_4,-36.80780490787774
5,coupe_5,-39.237977392417825
6,coupe_6,-32.23007677003329
7,coupe_7,-37.35260660657195
8,coupe_8,-40.185883113041896
9,coupe_9,-45.26639998271051
10,coupe_10,-45.01902981183753
11,coupe_11,-37.02608970243371
12,coupe_12,-40.89540611608149
13,coupe_13,-37.88621300645855
14,coupe_14,-34.09082456261028
15,coupe_15,-36.85651866613922
16,coupe_16,-39.405810791716995
17,coupe_17,-44.383157846959165
18,coupe_18,-38.99488868668523
