,numero,intensitemax
0,coupe_0,-35.68103041245675
1,coupe_1,-43.54787574845665
2,coupe_2,-41.17056805407728
3,coupe_3,-41.97075062054026
4,coupe_4,-34.83394692705432
5,coupe_5,-38.0007073357386
6,coupe_6,-41.77430878318124
7,coupe_7,-41.595979738069616
8,coupe_8,-41.72509497226649
9,coupe_9,-40.05016024262077
10,coupe_10,-53.02624416907048
11,coupe_11,-46.566965406755216
12,coupe_12,-29.9378325164931
13,coupe_13,-40.29988322480284
14,coupe_14,-31.634253303595543
15,coupe_15,-32.00763920895605
16,coupe_16,-45.106840573163396
17,coupe_17,-42.0049530664336
18,coupe_18,-48.049723634050494
