,numero,intensitemax
0,coupe_0,-43.989871350030036
1,coupe_1,-40.49490274197137
2,coupe_2,-40.5621637537393
3,coupe_3,-36.551608126236076
4,coupe_4,-46.54341819922387
5,coupe_5,-30.5104982603905
6,coupe_6,-36.293486034880935
7,coupe_7,-37.22198443442585
8,coupe_8,-34.723166497591805
9,coupe_9,-35.76071930827653
10,coupe_10,-36.33549441736369
11,coupe_11,-36.97119981565144
12,coupe_12,-39.434023910539516
13,coupe_13,-57.19712929692986
14,coupe_14,-43.18175544827926
15,coupe_15,-52.178602909647665
16,coupe_16,-51.14562247704264
17,coupe_17,-44.414652316546245
18,coupe_18,-54.717331771270295
19,coupe_19,-44.06943777802831
20,coupe_20,-47.79469223722821
