,numero,centroid
0,coupe_0,94.62011497345281
1,coupe_1,102.53998000950789
2,coupe_2,50.82764673784699
3,coupe_3,89.84708750255238
4,coupe_4,33.98075801016546
5,coupe_5,35.023879527143215
6,coupe_6,52.48269016696202
7,coupe_7,63.16711184266977
8,coupe_8,80.72671693397879
9,coupe_9,86.80085566731718
10,coupe_10,39.93407008020948
11,coupe_11,47.290893797556464
12,coupe_12,58.40590149157197
13,coupe_13,96.18460361911029
14,coupe_14,52.397639862650394
15,coupe_15,39.86697397699063
16,coupe_16,86.90305905497839
17,coupe_17,183.85158756900228
