,numero,intensitemax
0,coupe_0,-28.09924483630479
1,coupe_1,-38.063296599250485
2,coupe_2,-44.86455785863208
3,coupe_3,-35.15969662340093
4,coupe_4,-33.56489527335156
5,coupe_5,-38.98071709558906
6,coupe_6,-32.01912443528137
7,coupe_7,-33.34566286556133
8,coupe_8,-36.41596439935394
9,coupe_9,-34.17727827144298
10,coupe_10,-42.073914933540095
11,coupe_11,-27.26626900588159
12,coupe_12,-30.635752548877786
13,coupe_13,-33.261879442956
14,coupe_14,-36.07311766594482
15,coupe_15,-33.84208439302699
16,coupe_16,-31.6424595110685
17,coupe_17,-38.73735596118734
18,coupe_18,-42.852436729385595
