,ax,t
136106,5.128,85.06625
136107,5.04,85.066875
136108,5.026,85.0675
136109,5.03,85.068125
136110,5.023,85.06875
136111,4.947,85.069375
136112,4.939,85.07
136113,4.992,85.070625
136114,5.008,85.07125
136115,4.951,85.071875
136116,4.907,85.0725
136117,4.968,85.073125
136118,4.981,85.07375
136119,4.996,85.074375
136120,5.015,85.075
136121,4.967,85.075625
136122,4.96,85.07625
136123,4.97,85.076875
136124,4.97,85.0775
136125,4.973,85.078125
136126,4.963,85.07875
136127,4.938,85.079375
136128,5.013,85.08
136129,5.024,85.080625
136130,5.011,85.08125
136131,5.068,85.081875
136132,5.07,85.0825
136133,5.065,85.083125
136134,5.075,85.08375
136135,5.072,85.084375
136136,5.071,85.085
136137,5.078,85.085625
136138,5.126,85.08625
136139,5.13,85.086875
136140,5.13,85.0875
136141,5.151,85.088125
136142,5.127,85.08875
136143,5.145,85.089375
136144,5.191,85.09
136145,5.099,85.090625
136146,5.099,85.09125
136147,5.152,85.091875
136148,5.237,85.0925
136149,5.201,85.093125
136150,5.205,85.09375
136151,5.27,85.094375
136152,5.24,85.095
136153,5.222,85.095625
136154,5.203,85.09625
136155,5.152,85.096875
136156,5.193,85.0975
136157,5.219,85.098125
136158,5.196,85.09875
136159,5.24,85.099375
136160,5.262,85.1
136161,5.272,85.100625
136162,5.295,85.10125
136163,5.264,85.101875
136164,5.232,85.1025
136165,5.229,85.103125
136166,5.216,85.10375
136167,5.204,85.104375
136168,5.197,85.105
136169,5.207,85.105625
136170,5.18,85.10625
136171,5.147,85.106875
136172,5.13,85.1075
136173,5.165,85.108125
136174,5.176,85.10875
136175,5.158,85.109375
136176,5.172,85.11
136177,5.167,85.110625
136178,5.152,85.11125
136179,5.131,85.111875
136180,5.123,85.1125
136181,5.119,85.113125
136182,5.121,85.11375
136183,5.186,85.114375
136184,5.146,85.115
136185,5.082,85.115625
136186,5.153,85.11625
136187,5.136,85.116875
136188,5.109,85.1175
136189,5.095,85.118125
136190,5.165,85.11875
136191,5.182,85.119375
136192,5.152,85.12
136193,5.094,85.120625
136194,5.112,85.12125
136195,5.138,85.121875
136196,5.138,85.1225
136197,5.132,85.123125
136198,5.154,85.12375
136199,5.196,85.124375
136200,5.203,85.125
136201,5.174,85.125625
136202,5.156,85.12625
136203,5.2,85.126875
136204,5.244,85.1275
136205,5.269,85.128125
136206,5.273,85.12875
136207,5.29,85.129375
136208,5.273,85.13
136209,5.252,85.130625
136210,5.265,85.13125
136211,5.296,85.131875
136212,5.311,85.1325
136213,5.301,85.133125
136214,5.29,85.13375
136215,5.332,85.134375
136216,5.39,85.135
136217,5.379,85.135625
136218,5.399,85.13625
136219,5.412,85.136875
136220,5.402,85.1375
136221,5.464,85.138125
136222,5.444,85.13875
136223,5.37,85.139375
136224,5.353,85.14
136225,5.432,85.140625
136226,5.482,85.14125
136227,5.407,85.141875
136228,5.445,85.1425
136229,5.421,85.143125
136230,5.343,85.14375
136231,5.384,85.144375
136232,5.451,85.145
136233,5.514,85.145625
136234,5.542,85.14625
136235,5.545,85.146875
136236,5.521,85.1475
136237,5.472,85.148125
136238,5.448,85.14875
136239,5.493,85.149375
136240,5.555,85.15
136241,5.559,85.150625
136242,5.573,85.15125
136243,5.607,85.151875
136244,5.664,85.1525
136245,5.634,85.153125
136246,5.63,85.15375
136247,5.654,85.154375
