,numero,intensitemax
0,coupe_0,-32.41973718079872
1,coupe_1,-37.18490006406918
2,coupe_2,-49.12001499391457
3,coupe_3,-33.286787154750314
4,coupe_4,-36.73276576515499
5,coupe_5,-34.00360778068999
6,coupe_6,-32.500727009452454
7,coupe_7,-36.90692425209818
8,coupe_8,-35.293815120215896
9,coupe_9,-30.513793887112854
10,coupe_10,-29.362938578707094
11,coupe_11,-32.86236161809612
12,coupe_12,-31.84770809035998
13,coupe_13,-49.027752173189526
14,coupe_14,-35.128209485669004
15,coupe_15,-43.43338049340977
16,coupe_16,-35.83495403737426
17,coupe_17,-28.527917369160647
18,coupe_18,-38.32575780998035
19,coupe_19,-34.47422697723852
20,coupe_20,-36.04520048023099
