,ay,t
56035,3.298,35.021875
56036,3.32,35.0225
56037,3.295,35.023125
56038,3.175,35.02375
56039,3.171,35.024375
56040,3.143,35.025
56041,3.093,35.025625
56042,3.022,35.02625
56043,2.967,35.026875
56044,2.942,35.0275
56045,2.959,35.028125
56046,2.939,35.02875
56047,2.892,35.029375
56048,2.829,35.03
56049,2.795,35.030625
56050,2.774,35.03125
56051,2.751,35.031875
56052,2.717,35.0325
56053,2.645,35.033125
56054,2.648,35.03375
56055,2.705,35.034375
56056,2.664,35.035
56057,2.628,35.035625
56058,2.567,35.03625
56059,2.444,35.036875
56060,2.574,35.0375
56061,2.641,35.038125
56062,2.613,35.03875
56063,2.538,35.039375
56064,2.489,35.04
56065,2.457,35.040625
56066,2.44,35.04125
56067,2.405,35.041875
56068,2.369,35.0425
56069,2.335,35.043125
56070,2.301,35.04375
56071,2.304,35.044375
56072,2.311,35.045
56073,2.264,35.045625
56074,2.247,35.04625
56075,2.245,35.046875
56076,2.254,35.0475
56077,2.156,35.048125
56078,2.139,35.04875
56079,2.162,35.049375
56080,2.124,35.05
56081,2.122,35.050625
56082,2.113,35.05125
56083,2.079,35.051875
56084,2.095,35.0525
56085,2.117,35.053125
56086,2.137,35.05375
56087,2.117,35.054375
56088,2.089,35.055
56089,2.054,35.055625
56090,2.009,35.05625
56091,2.003,35.056875
56092,2.014,35.0575
56093,2.034,35.058125
56094,2.027,35.05875
56095,2.033,35.059375
56096,2.033,35.06
56097,2.009,35.060625
56098,2.0,35.06125
56099,2.018,35.061875
56100,2.057,35.0625
56101,2.037,35.063125
56102,2.062,35.06375
56103,2.1,35.064375
56104,2.11,35.065
56105,2.086,35.065625
56106,2.082,35.06625
56107,2.111,35.066875
56108,2.091,35.0675
56109,2.092,35.068125
56110,2.095,35.06875
56111,2.061,35.069375
56112,2.046,35.07
56113,2.068,35.070625
56114,2.136,35.07125
56115,2.136,35.071875
56116,2.142,35.0725
56117,2.143,35.073125
56118,2.102,35.07375
56119,2.122,35.074375
56120,2.154,35.075
56121,2.178,35.075625
56122,2.185,35.07625
56123,2.179,35.076875
56124,2.169,35.0775
56125,2.203,35.078125
56126,2.245,35.07875
56127,2.253,35.079375
56128,2.189,35.08
56129,2.19,35.080625
56130,2.172,35.08125
56131,2.137,35.081875
56132,2.147,35.0825
56133,2.129,35.083125
56134,2.1,35.08375
56135,2.076,35.084375
56136,2.067,35.085
56137,2.091,35.085625
56138,2.144,35.08625
56139,2.123,35.086875
56140,2.11,35.0875
56141,2.111,35.088125
56142,2.145,35.08875
56143,2.144,35.089375
56144,2.154,35.09
56145,2.183,35.090625
56146,2.152,35.09125
56147,2.157,35.091875
56148,2.183,35.0925
56149,2.203,35.093125
56150,2.197,35.09375
56151,2.186,35.094375
56152,2.179,35.095
56153,2.182,35.095625
56154,2.168,35.09625
56155,2.14,35.096875
56156,2.109,35.0975
56157,2.06,35.098125
56158,2.008,35.09875
56159,1.961,35.099375
56160,1.891,35.1
56161,1.832,35.100625
56162,1.788,35.10125
56163,1.768,35.101875
56164,1.72,35.1025
56165,1.668,35.103125
56166,1.627,35.10375
56167,1.605,35.104375
56168,1.571,35.105
56169,1.526,35.105625
56170,1.509,35.10625
56171,1.471,35.106875
56172,1.434,35.1075
56173,1.423,35.108125
56174,1.354,35.10875
56175,1.285,35.109375
56176,1.231,35.11
56177,1.241,35.110625
56178,1.256,35.11125
56179,1.265,35.111875
56180,1.248,35.1125
56181,1.194,35.113125
56182,1.165,35.11375
56183,1.179,35.114375
56184,1.223,35.115
56185,1.18,35.115625
56186,1.112,35.11625
56187,1.163,35.116875
56188,1.195,35.1175
56189,1.201,35.118125
56190,1.174,35.11875
56191,1.17,35.119375
56192,1.129,35.12
56193,1.07,35.120625
56194,1.053,35.12125
56195,1.041,35.121875
56196,1.033,35.1225
56197,1.03,35.123125
56198,0.956,35.12375
56199,0.925,35.124375
56200,0.927,35.125
56201,0.876,35.125625
56202,0.874,35.12625
56203,0.875,35.126875
56204,0.841,35.1275
56205,0.856,35.128125
56206,0.862,35.12875
56207,0.849,35.129375
56208,0.804,35.13
56209,0.746,35.130625
56210,0.706,35.13125
56211,0.734,35.131875
56212,0.752,35.1325
56213,0.757,35.133125
56214,0.745,35.13375
56215,0.697,35.134375
56216,0.689,35.135
56217,0.693,35.135625
56218,0.666,35.13625
56219,0.68,35.136875
56220,0.673,35.1375
56221,0.623,35.138125
56222,0.633,35.13875
56223,0.621,35.139375
56224,0.595,35.14
56225,0.578,35.140625
56226,0.567,35.14125
56227,0.573,35.141875
56228,0.607,35.1425
56229,0.608,35.143125
56230,0.62,35.14375
56231,0.638,35.144375
56232,0.649,35.145
56233,0.623,35.145625
56234,0.6,35.14625
56235,0.603,35.146875
56236,0.638,35.1475
56237,0.67,35.148125
56238,0.69,35.14875
56239,0.656,35.149375
56240,0.644,35.15
56241,0.652,35.150625
56242,0.686,35.15125
56243,0.708,35.151875
56244,0.756,35.1525
56245,0.829,35.153125
56246,0.839,35.15375
56247,0.886,35.154375
56248,0.912,35.155
56249,0.831,35.155625
56250,0.871,35.15625
56251,0.887,35.156875
56252,0.848,35.1575
56253,0.872,35.158125
56254,0.896,35.15875
56255,0.915,35.159375
56256,0.919,35.16
56257,0.966,35.160625
56258,1.012,35.16125
56259,1.039,35.161875
56260,0.998,35.1625
56261,0.986,35.163125
56262,1.007,35.16375
56263,1.096,35.164375
56264,1.116,35.165
56265,1.108,35.165625
56266,1.088,35.16625
56267,1.11,35.166875
56268,1.149,35.1675
56269,1.203,35.168125
56270,1.278,35.16875
56271,1.263,35.169375
56272,1.227,35.17
56273,1.217,35.170625
56274,1.31,35.17125
56275,1.349,35.171875
56276,1.337,35.1725
56277,1.388,35.173125
56278,1.377,35.17375
56279,1.353,35.174375
56280,1.363,35.175
56281,1.401,35.175625
56282,1.424,35.17625
56283,1.429,35.176875
56284,1.463,35.1775
56285,1.486,35.178125
56286,1.499,35.17875
56287,1.499,35.179375
56288,1.516,35.18
56289,1.516,35.180625
56290,1.491,35.18125
56291,1.559,35.181875
56292,1.53,35.1825
56293,1.474,35.183125
56294,1.539,35.18375
56295,1.568,35.184375
56296,1.587,35.185
56297,1.604,35.185625
56298,1.557,35.18625
56299,1.563,35.186875
56300,1.598,35.1875
56301,1.591,35.188125
56302,1.611,35.18875
56303,1.622,35.189375
56304,1.605,35.19
56305,1.617,35.190625
56306,1.621,35.19125
56307,1.623,35.191875
56308,1.661,35.1925
56309,1.659,35.193125
56310,1.667,35.19375
56311,1.728,35.194375
56312,1.715,35.195
56313,1.706,35.195625
56314,1.715,35.19625
56315,1.776,35.196875
56316,1.798,35.1975
56317,1.807,35.198125
56318,1.831,35.19875
56319,1.87,35.199375
56320,1.902,35.2
56321,1.927,35.200625
56322,1.957,35.20125
56323,1.953,35.201875
56324,1.934,35.2025
56325,1.93,35.203125
56326,1.967,35.20375
56327,2.035,35.204375
56328,2.135,35.205
56329,2.111,35.205625
56330,2.119,35.20625
56331,2.143,35.206875
56332,2.157,35.2075
56333,2.197,35.208125
56334,2.236,35.20875
56335,2.26,35.209375
56336,2.247,35.21
56337,2.297,35.210625
56338,2.382,35.21125
56339,2.396,35.211875
56340,2.386,35.2125
56341,2.401,35.213125
56342,2.476,35.21375
56343,2.48,35.214375
56344,2.48,35.215
56345,2.483,35.215625
56346,2.503,35.21625
56347,2.555,35.216875
56348,2.607,35.2175
56349,2.631,35.218125
56350,2.649,35.21875
56351,2.693,35.219375
56352,2.761,35.22
56353,2.791,35.220625
56354,2.778,35.22125
56355,2.786,35.221875
56356,2.909,35.2225
56357,2.926,35.223125
56358,2.927,35.22375
56359,2.935,35.224375
56360,3.023,35.225
56361,3.09,35.225625
