,numero,intensitemax
0,coupe_0,-38.78040949388547
1,coupe_1,-42.6682262727823
2,coupe_2,-41.301886802879785
3,coupe_3,-44.886307585842495
4,coupe_4,-38.2840039018155
5,coupe_5,-30.037325353939508
6,coupe_6,-28.776548876589196
7,coupe_7,-41.06278563444828
8,coupe_8,-38.394876564915215
9,coupe_9,-40.09478683270599
10,coupe_10,-36.607194523249056
11,coupe_11,-34.88478519627216
12,coupe_12,-36.52185468250205
13,coupe_13,-31.72416644610842
14,coupe_14,-48.10917859308731
15,coupe_15,-34.964048276416676
16,coupe_16,-34.93796683377955
17,coupe_17,-32.52073767326909
