,numero,intensitemax
0,coupe_0,-29.853358560676234
1,coupe_1,-33.90859716110292
2,coupe_2,-42.115346261077995
3,coupe_3,-33.280807354350024
4,coupe_4,-37.1572381098211
5,coupe_5,-41.695185628234725
6,coupe_6,-31.09708948478312
7,coupe_7,-33.77446168515864
8,coupe_8,-32.58450038025384
9,coupe_9,-31.38810732594893
10,coupe_10,-33.29052611238664
11,coupe_11,-37.740432734429724
12,coupe_12,-33.596776134103536
13,coupe_13,-50.163486481220076
14,coupe_14,-33.7094979040136
15,coupe_15,-49.23897891366987
16,coupe_16,-31.409532835426262
17,coupe_17,-31.6417985751684
18,coupe_18,-33.73284987420861
19,coupe_19,-38.35830983997137
20,coupe_20,-42.8325844105258
