,numero,centroid
0,coupe_0,58.89769327531844
1,coupe_1,29.70716981037738
2,coupe_2,35.4683269889246
3,coupe_3,47.23273571751799
4,coupe_4,40.65836472159772
5,coupe_5,33.03012853914807
6,coupe_6,22.60294480870786
7,coupe_7,21.104814253495164
8,coupe_8,27.090515115125072
9,coupe_9,36.5989214553366
10,coupe_10,25.113178819863354
11,coupe_11,40.1704372503447
12,coupe_12,22.718772038367742
13,coupe_13,31.396573513043812
14,coupe_14,28.45582083960238
15,coupe_15,30.175578095082898
16,coupe_16,25.23460992251569
17,coupe_17,42.13409473194917
18,coupe_18,21.421469070034266
