,numero,intensitemax
0,coupe_0,-32.46826818849162
1,coupe_1,-33.42599033767389
2,coupe_2,-34.86584363959727
3,coupe_3,-27.941654450577143
4,coupe_4,-31.710426911373876
5,coupe_5,-24.918986603753822
6,coupe_6,-29.3578320300649
7,coupe_7,-29.290815825223934
8,coupe_8,-31.270880010972437
9,coupe_9,-30.791740789164766
10,coupe_10,-36.849689515311674
11,coupe_11,-30.41799693206797
12,coupe_12,-29.109381512067515
13,coupe_13,-29.492034075366234
14,coupe_14,-33.4794225600012
15,coupe_15,-31.515317173432706
16,coupe_16,-32.987524259365905
17,coupe_17,-31.895335787512316
18,coupe_18,-31.604082313722806
