,numero,intensitemax
0,coupe_0,-30.978533602740853
1,coupe_1,-34.39561371673968
2,coupe_2,-32.762267926010374
3,coupe_3,-39.0670425288745
4,coupe_4,-31.27471829253599
5,coupe_5,-31.255523142468995
6,coupe_6,-28.147582216179398
7,coupe_7,-28.946259470530272
8,coupe_8,-29.008979212164967
9,coupe_9,-31.76439558035448
10,coupe_10,-33.746389037714565
11,coupe_11,-35.86432529842901
12,coupe_12,-32.779059529812436
13,coupe_13,-31.16627974278647
14,coupe_14,-30.973534494790997
15,coupe_15,-27.382122754681784
16,coupe_16,-35.424814244886456
17,coupe_17,-28.0852481706931
18,coupe_18,-30.597033051041382
