,numero,centroid
0,coupe_0,21.244929951143227
1,coupe_1,16.914851953021657
2,coupe_2,18.08851384553505
3,coupe_3,16.339398211944186
4,coupe_4,17.020833615884587
5,coupe_5,17.841670811878554
6,coupe_6,19.182223377526263
7,coupe_7,16.788819925958787
8,coupe_8,17.52943262970543
9,coupe_9,18.15998949151594
10,coupe_10,21.054980799963165
11,coupe_11,20.265902439694234
12,coupe_12,17.980720089768937
13,coupe_13,19.125726159688426
14,coupe_14,17.541501056251604
15,coupe_15,18.047234219993314
