,numero,intensitemax
0,coupe_0,-41.20757083541867
1,coupe_1,-35.83440470167879
2,coupe_2,-33.111921041005324
3,coupe_3,-42.94219359668088
4,coupe_4,-41.008325963674125
5,coupe_5,-47.21010925730929
6,coupe_6,-45.358147546389596
7,coupe_7,-43.524057442341956
8,coupe_8,-41.87646301366601
9,coupe_9,-44.015573341092136
10,coupe_10,-44.341169132019914
11,coupe_11,-48.241549671710864
12,coupe_12,-33.774671400640756
13,coupe_13,-42.47455103200324
14,coupe_14,-42.04628900672377
15,coupe_15,-48.03978749816921
16,coupe_16,-48.0890210413486
17,coupe_17,-51.085566591552336
