,numero,centroid
0,coupe_0,25.39276068085154
1,coupe_1,16.95074523145075
2,coupe_2,19.517546593279057
3,coupe_3,29.293714619532324
4,coupe_4,23.208006126780283
5,coupe_5,18.768981170344123
6,coupe_6,17.182479987872448
7,coupe_7,16.82149160382811
8,coupe_8,20.39912988023855
9,coupe_9,18.23735120461412
10,coupe_10,16.95373325379864
11,coupe_11,21.966488505327753
12,coupe_12,18.04672909686988
13,coupe_13,18.60375192956223
14,coupe_14,22.477499220652568
15,coupe_15,19.308968564280047
16,coupe_16,23.722825411799978
17,coupe_17,21.20742596222786
18,coupe_18,15.56864978247723
