,az,t
116925,3.899,73.078125
116926,3.945,73.07875
116927,3.823,73.079375
116928,3.755,73.08
116929,3.727,73.080625
116930,3.706,73.08125
116931,3.732,73.081875
116932,3.757,73.0825
116933,3.75,73.083125
116934,3.727,73.08375
116935,3.675,73.084375
116936,3.607,73.085
116937,3.675,73.085625
116938,3.681,73.08625
116939,3.681,73.086875
116940,3.752,73.0875
116941,3.764,73.088125
116942,3.769,73.08875
116943,3.782,73.089375
116944,3.732,73.09
116945,3.765,73.090625
116946,3.841,73.09125
116947,3.844,73.091875
116948,3.886,73.0925
116949,3.933,73.093125
116950,3.967,73.09375
116951,3.998,73.094375
116952,4.026,73.095
116953,4.058,73.095625
116954,4.136,73.09625
116955,4.177,73.096875
116956,4.215,73.0975
116957,4.292,73.098125
116958,4.288,73.09875
116959,4.272,73.099375
116960,4.262,73.1
116961,4.262,73.100625
116962,4.244,73.10125
116963,4.213,73.101875
116964,4.179,73.1025
116965,4.153,73.103125
116966,4.128,73.10375
116967,4.101,73.104375
116968,4.012,73.105
116969,3.955,73.105625
116970,3.928,73.10625
116971,3.844,73.106875
116972,3.76,73.1075
116973,3.697,73.108125
116974,3.697,73.10875
116975,3.665,73.109375
116976,3.641,73.11
116977,3.635,73.110625
116978,3.662,73.11125
116979,3.637,73.111875
116980,3.584,73.1125
116981,3.571,73.113125
116982,3.562,73.11375
116983,3.527,73.114375
116984,3.436,73.115
116985,3.488,73.115625
116986,3.494,73.11625
116987,3.443,73.116875
116988,3.396,73.1175
116989,3.317,73.118125
116990,3.253,73.11875
116991,3.28,73.119375
116992,3.22,73.12
116993,3.155,73.120625
116994,3.107,73.12125
116995,3.067,73.121875
116996,2.992,73.1225
116997,2.904,73.123125
116998,2.86,73.12375
116999,2.867,73.124375
117000,2.875,73.125
117001,2.851,73.125625
117002,2.724,73.12625
117003,2.675,73.126875
117004,2.701,73.1275
117005,2.647,73.128125
117006,2.647,73.12875
117007,2.644,73.129375
117008,2.553,73.13
117009,2.515,73.130625
117010,2.514,73.13125
117011,2.547,73.131875
117012,2.429,73.1325
117013,2.378,73.133125
117014,2.363,73.13375
117015,2.296,73.134375
117016,2.221,73.135
117017,2.142,73.135625
117018,2.061,73.13625
117019,1.979,73.136875
117020,1.902,73.1375
117021,1.832,73.138125
117022,1.812,73.13875
117023,1.785,73.139375
117024,1.739,73.14
117025,1.648,73.140625
117026,1.622,73.14125
117027,1.608,73.141875
117028,1.594,73.1425
117029,1.523,73.143125
117030,1.49,73.14375
117031,1.479,73.144375
117032,1.445,73.145
117033,1.383,73.145625
117034,1.347,73.14625
117035,1.381,73.146875
117036,1.309,73.1475
117037,1.274,73.148125
117038,1.281,73.14875
117039,1.258,73.149375
117040,1.279,73.15
117041,1.291,73.150625
117042,1.21,73.15125
117043,1.155,73.151875
117044,1.117,73.1525
117045,1.096,73.153125
117046,1.012,73.15375
117047,0.981,73.154375
117048,0.968,73.155
117049,0.864,73.155625
117050,0.841,73.15625
117051,0.819,73.156875
117052,0.748,73.1575
117053,0.674,73.158125
117054,0.606,73.15875
117055,0.549,73.159375
117056,0.536,73.16
117057,0.482,73.160625
117058,0.417,73.16125
117059,0.38,73.161875
117060,0.34,73.1625
117061,0.292,73.163125
117062,0.235,73.16375
117063,0.252,73.164375
117064,0.225,73.165
117065,0.165,73.165625
117066,0.094,73.16625
117067,0.089,73.166875
117068,0.109,73.1675
117069,0.132,73.168125
117070,0.041,73.16875
117071,-0.039,73.169375
117072,-0.091,73.17
117073,-0.095,73.170625
117074,-0.15,73.17125
117075,-0.238,73.171875
117076,-0.346,73.1725
117077,-0.418,73.173125
117078,-0.486,73.17375
117079,-0.56,73.174375
117080,-0.56,73.175
117081,-0.552,73.175625
117082,-0.553,73.17625
117083,-0.624,73.176875
117084,-0.703,73.1775
117085,-0.753,73.178125
117086,-0.743,73.17875
117087,-0.804,73.179375
117088,-0.872,73.18
117089,-0.934,73.180625
117090,-0.941,73.18125
117091,-0.941,73.181875
117092,-0.949,73.1825
117093,-0.989,73.183125
117094,-1.007,73.18375
117095,-1.042,73.184375
117096,-1.106,73.185
117097,-1.16,73.185625
117098,-1.21,73.18625
117099,-1.251,73.186875
117100,-1.258,73.1875
117101,-1.285,73.188125
117102,-1.333,73.18875
117103,-1.411,73.189375
117104,-1.47,73.19
117105,-1.546,73.190625
117106,-1.636,73.19125
117107,-1.677,73.191875
117108,-1.76,73.1925
117109,-1.872,73.193125
117110,-2.004,73.19375
117111,-2.048,73.194375
117112,-2.111,73.195
117113,-2.222,73.195625
117114,-2.286,73.19625
117115,-2.35,73.196875
117116,-2.415,73.1975
117117,-2.483,73.198125
117118,-2.515,73.19875
117119,-2.571,73.199375
117120,-2.7,73.2
117121,-2.729,73.200625
117122,-2.749,73.20125
117123,-2.773,73.201875
117124,-2.834,73.2025
117125,-2.874,73.203125
117126,-2.889,73.20375
117127,-2.859,73.204375
117128,-2.854,73.205
117129,-2.901,73.205625
117130,-3.012,73.20625
117131,-2.988,73.206875
117132,-2.957,73.2075
117133,-2.961,73.208125
117134,-3.171,73.20875
117135,-3.223,73.209375
117136,-3.234,73.21
117137,-3.268,73.210625
117138,-3.211,73.21125
117139,-3.091,73.211875
117140,-2.941,73.2125
117141,-3.07,73.213125
117142,-3.119,73.21375
117143,-3.122,73.214375
117144,-3.101,73.215
117145,-3.067,73.215625
117146,-3.112,73.21625
117147,-3.27,73.216875
117148,-3.189,73.2175
117149,-3.007,73.218125
117150,-2.872,73.21875
117151,-3.318,73.219375
117152,-3.454,73.22
117153,-3.499,73.220625
117154,-3.567,73.22125
117155,-3.625,73.221875
117156,-3.643,73.2225
117157,-3.612,73.223125
117158,-3.456,73.22375
117159,-3.375,73.224375
117160,-3.359,73.225
117161,-3.427,73.225625
117162,-3.579,73.22625
117163,-3.74,73.226875
117164,-3.888,73.2275
117165,-4.084,73.228125
117166,-4.055,73.22875
117167,-3.843,73.229375
117168,-3.519,73.23
117169,-3.631,73.230625
117170,-3.756,73.23125
117171,-3.617,73.231875
117172,-3.513,73.2325
117173,-3.711,73.233125
117174,-4.153,73.23375
117175,-4.001,73.234375
117176,-4.032,73.235
117177,-4.145,73.235625
117178,-4.233,73.23625
117179,-4.14,73.236875
117180,-4.171,73.2375
117181,-4.424,73.238125
117182,-4.421,73.23875
117183,-4.382,73.239375
117184,-4.353,73.24
117185,-4.498,73.240625
117186,-4.479,73.24125
117187,-4.386,73.241875
117188,-4.258,73.2425
117189,-4.219,73.243125
117190,-4.079,73.24375
117191,-3.817,73.244375
117192,-3.429,73.245
117193,-3.207,73.245625
117194,-3.09,73.24625
117195,-3.039,73.246875
117196,-3.2,73.2475
117197,-3.844,73.248125
117198,-5.104,73.24875
117199,-5.104,73.249375
117200,-5.055,73.25
117201,-4.92,73.250625
117202,-4.535,73.25125
117203,-4.657,73.251875
117204,-4.827,73.2525
117205,-4.756,73.253125
117206,-4.701,73.25375
117207,-4.655,73.254375
117208,-4.621,73.255
117209,-4.621,73.255625
117210,-4.535,73.25625
117211,-4.469,73.256875
117212,-4.591,73.2575
117213,-4.653,73.258125
117214,-4.707,73.25875
117215,-4.764,73.259375
117216,-4.629,73.26
117217,-4.356,73.260625
117218,-4.021,73.26125
117219,-3.873,73.261875
117220,-4.018,73.2625
117221,-4.258,73.263125
117222,-4.491,73.26375
117223,-4.678,73.264375
117224,-4.845,73.265
117225,-4.996,73.265625
117226,-5.135,73.26625
117227,-5.224,73.266875
117228,-5.275,73.2675
117229,-5.285,73.268125
117230,-5.247,73.26875
117231,-5.222,73.269375
117232,-5.229,73.27
117233,-5.199,73.270625
117234,-5.188,73.27125
117235,-5.182,73.271875
117236,-5.132,73.2725
117237,-5.093,73.273125
117238,-5.061,73.27375
117239,-5.03,73.274375
117240,-4.96,73.275
117241,-4.901,73.275625
117242,-4.866,73.27625
117243,-4.937,73.276875
