numero,intensitemax
coupe_0,-40.4805285936535
coupe_1,-46.654243782552065
coupe_2,-39.8824939899974
coupe_3,-47.876323903543756
coupe_4,-53.37881523008427
coupe_5,-39.179847800417164
coupe_6,-46.499242864953
coupe_7,-37.739959709608826
coupe_8,-44.6106034585965
coupe_9,-52.243317730807604
coupe_10,-46.97896438561337
coupe_11,-52.40955436254136
coupe_12,-37.76974418889762
coupe_13,-44.223779560038345
coupe_14,-49.49886229005096
