,az,t
19280,2.064,12.05
19281,2.01,12.050625
19282,1.961,12.05125
19283,1.92,12.051875
19284,1.88,12.0525
19285,1.873,12.053125
19286,1.908,12.05375
19287,2.031,12.054375
19288,2.08,12.055
19289,2.149,12.055625
19290,2.292,12.05625
19291,2.347,12.056875
19292,2.417,12.0575
19293,2.502,12.058125
19294,2.587,12.05875
19295,2.669,12.059375
19296,2.714,12.06
19297,2.68,12.060625
19298,2.699,12.06125
19299,2.672,12.061875
19300,2.606,12.0625
19301,2.62,12.063125
19302,2.678,12.06375
19303,2.722,12.064375
19304,2.677,12.065
19305,2.609,12.065625
19306,2.552,12.06625
19307,2.512,12.066875
19308,2.485,12.0675
19309,2.469,12.068125
19310,2.471,12.06875
19311,2.512,12.069375
19312,2.476,12.07
19313,2.444,12.070625
19314,2.435,12.07125
19315,2.336,12.071875
19316,2.221,12.0725
19317,2.106,12.073125
19318,2.031,12.07375
19319,1.842,12.074375
19320,1.667,12.075
19321,1.558,12.075625
19322,1.476,12.07625
19323,1.408,12.076875
19324,1.347,12.0775
19325,1.273,12.078125
19326,1.208,12.07875
19327,1.142,12.079375
19328,1.067,12.08
19329,1.057,12.080625
19330,1.008,12.08125
19331,0.935,12.081875
19332,0.941,12.0825
19333,0.924,12.083125
19334,0.89,12.08375
19335,0.842,12.084375
19336,0.856,12.085
19337,0.87,12.085625
19338,0.883,12.08625
19339,0.958,12.086875
19340,1.0,12.0875
19341,1.036,12.088125
19342,1.094,12.08875
19343,1.122,12.089375
19344,1.11,12.09
19345,1.056,12.090625
19346,1.019,12.09125
19347,0.971,12.091875
19348,0.906,12.0925
19349,0.807,12.093125
19350,0.759,12.09375
19351,0.666,12.094375
19352,0.496,12.095
19353,0.35,12.095625
19354,0.208,12.09625
19355,0.063,12.096875
19356,-0.104,12.0975
19357,-0.227,12.098125
19358,-0.35,12.09875
19359,-0.49,12.099375
19360,-0.556,12.1
19361,-0.634,12.100625
19362,-0.707,12.10125
19363,-0.697,12.101875
19364,-0.725,12.1025
19365,-0.738,12.103125
19366,-0.697,12.10375
19367,-0.621,12.104375
19368,-0.572,12.105
19369,-0.535,12.105625
19370,-0.406,12.10625
19371,-0.308,12.106875
19372,-0.217,12.1075
19373,-0.112,12.108125
19374,-0.024,12.10875
19375,0.049,12.109375
19376,0.112,12.11
19377,0.194,12.110625
19378,0.202,12.11125
19379,0.175,12.111875
19380,0.148,12.1125
19381,0.17,12.113125
19382,0.17,12.11375
19383,0.132,12.114375
19384,0.092,12.115
19385,0.034,12.115625
19386,-0.027,12.11625
19387,-0.061,12.116875
19388,-0.162,12.1175
19389,-0.226,12.118125
19390,-0.216,12.11875
19391,-0.263,12.119375
19392,-0.349,12.12
19393,-0.436,12.120625
19394,-0.412,12.12125
19395,-0.412,12.121875
19396,-0.423,12.1225
19397,-0.44,12.123125
19398,-0.503,12.12375
19399,-0.52,12.124375
19400,-0.499,12.125
19401,-0.475,12.125625
19402,-0.494,12.12625
19403,-0.485,12.126875
19404,-0.39,12.1275
19405,-0.383,12.128125
19406,-0.39,12.12875
19407,-0.397,12.129375
19408,-0.353,12.13
19409,-0.378,12.130625
19410,-0.412,12.13125
19411,-0.395,12.131875
19412,-0.396,12.1325
19413,-0.412,12.133125
19414,-0.44,12.13375
19415,-0.43,12.134375
19416,-0.437,12.135
19417,-0.462,12.135625
19418,-0.51,12.13625
19419,-0.569,12.136875
19420,-0.609,12.1375
19421,-0.625,12.138125
19422,-0.693,12.13875
19423,-0.761,12.139375
19424,-0.836,12.14
19425,-0.938,12.140625
19426,-1.007,12.14125
19427,-1.064,12.141875
19428,-1.115,12.1425
19429,-1.217,12.143125
19430,-1.315,12.14375
19431,-1.413,12.144375
19432,-1.522,12.145
19433,-1.62,12.145625
19434,-1.704,12.14625
19435,-1.769,12.146875
19436,-1.85,12.1475
19437,-1.92,12.148125
19438,-1.979,12.14875
19439,-2.023,12.149375
19440,-2.033,12.15
19441,-2.046,12.150625
19442,-2.093,12.15125
19443,-2.113,12.151875
19444,-2.107,12.1525
19445,-2.079,12.153125
19446,-2.042,12.15375
19447,-2.019,12.154375
19448,-1.999,12.155
19449,-1.971,12.155625
19450,-1.9,12.15625
19451,-1.869,12.156875
19452,-1.891,12.1575
19453,-1.884,12.158125
19454,-1.911,12.15875
19455,-1.943,12.159375
19456,-1.94,12.16
19457,-1.976,12.160625
19458,-2.022,12.16125
19459,-2.071,12.161875
19460,-2.201,12.1625
19461,-2.313,12.163125
19462,-2.413,12.16375
19463,-2.505,12.164375
19464,-2.618,12.165
19465,-2.715,12.165625
19466,-2.776,12.16625
19467,-2.938,12.166875
19468,-3.076,12.1675
19469,-3.192,12.168125
19470,-3.298,12.16875
19471,-3.439,12.169375
19472,-3.566,12.17
19473,-3.644,12.170625
19474,-3.787,12.17125
19475,-3.873,12.171875
19476,-3.912,12.1725
19477,-3.983,12.173125
19478,-4.03,12.17375
19479,-4.078,12.174375
19480,-4.15,12.175
19481,-4.138,12.175625
19482,-4.131,12.17625
19483,-4.138,12.176875
19484,-4.145,12.1775
19485,-4.093,12.178125
19486,-4.03,12.17875
19487,-4.006,12.179375
19488,-4.024,12.18
19489,-4.013,12.180625
19490,-3.964,12.18125
19491,-3.94,12.181875
19492,-3.92,12.1825
19493,-3.906,12.183125
19494,-3.899,12.18375
19495,-3.923,12.184375
19496,-3.931,12.185
19497,-3.908,12.185625
19498,-3.98,12.18625
19499,-4.039,12.186875
19500,-4.095,12.1875
19501,-4.173,12.188125
19502,-4.214,12.18875
19503,-4.256,12.189375
19504,-4.317,12.19
19505,-4.362,12.190625
19506,-4.422,12.19125
19507,-4.497,12.191875
19508,-4.596,12.1925
19509,-4.713,12.193125
19510,-4.79,12.19375
19511,-4.78,12.194375
19512,-4.88,12.195
19513,-4.941,12.195625
19514,-4.968,12.19625
19515,-5.07,12.196875
19516,-5.092,12.1975
19517,-5.092,12.198125
19518,-5.116,12.19875
19519,-5.113,12.199375
19520,-5.089,12.2
19521,-5.05,12.200625
19522,-5.022,12.20125
19523,-4.979,12.201875
19524,-4.932,12.2025
19525,-4.894,12.203125
19526,-4.851,12.20375
19527,-4.802,12.204375
19528,-4.75,12.205
19529,-4.743,12.205625
19530,-4.687,12.20625
19531,-4.609,12.206875
19532,-4.558,12.2075
19533,-4.571,12.208125
19534,-4.591,12.20875
19535,-4.602,12.209375
19536,-4.54,12.21
19537,-4.517,12.210625
19538,-4.527,12.21125
19539,-4.565,12.211875
19540,-4.573,12.2125
19541,-4.572,12.213125
19542,-4.568,12.21375
19543,-4.614,12.214375
19544,-4.588,12.215
19545,-4.52,12.215625
19546,-4.554,12.21625
19547,-4.543,12.216875
19548,-4.497,12.2175
19549,-4.412,12.218125
19550,-4.402,12.21875
19551,-4.365,12.219375
19552,-4.3,12.22
19553,-4.256,12.220625
19554,-4.2,12.22125
19555,-4.148,12.221875
19556,-4.121,12.2225
19557,-4.043,12.223125
19558,-3.987,12.22375
19559,-3.961,12.224375
19560,-3.91,12.225
19561,-3.864,12.225625
19562,-3.82,12.22625
19563,-3.78,12.226875
19564,-3.773,12.2275
19565,-3.746,12.228125
19566,-3.686,12.22875
19567,-3.642,12.229375
19568,-3.671,12.23
19569,-3.724,12.230625
19570,-3.693,12.23125
19571,-3.731,12.231875
19572,-3.749,12.2325
19573,-3.711,12.233125
19574,-3.741,12.23375
19575,-3.762,12.234375
19576,-3.768,12.235
19577,-3.737,12.235625
19578,-3.824,12.23625
19579,-3.887,12.236875
19580,-3.842,12.2375
19581,-3.892,12.238125
19582,-3.945,12.23875
19583,-3.985,12.239375
19584,-3.958,12.24
19585,-3.921,12.240625
19586,-3.908,12.24125
19587,-3.956,12.241875
19588,-3.923,12.2425
19589,-3.865,12.243125
