,numero,intensitemax
0,coupe_0,-36.84842524343256
1,coupe_1,-37.37889255160968
2,coupe_2,-36.573911315734144
3,coupe_3,-34.051495331392864
4,coupe_4,-48.204527443833015
5,coupe_5,-42.157884477533514
6,coupe_6,-35.712192838893166
7,coupe_7,-34.115656864725025
8,coupe_8,-35.94236558153375
9,coupe_9,-35.87967689709944
10,coupe_10,-43.84454513500165
11,coupe_11,-43.93409336568574
12,coupe_12,-32.6700938005496
13,coupe_13,-37.45728551296076
14,coupe_14,-43.7455203192981
15,coupe_15,-35.02278266323145
16,coupe_16,-44.87871505407301
17,coupe_17,-39.66673799235811
