,ax,t
75253,14.801,47.033125
75254,14.99,47.03375
75255,14.942,47.034375
75256,15.003,47.035
75257,15.109,47.035625
75258,15.173,47.03625
75259,15.215,47.036875
75260,15.199,47.0375
75261,15.112,47.038125
75262,15.105,47.03875
75263,15.092,47.039375
75264,15.083,47.04
75265,15.103,47.040625
75266,15.158,47.04125
75267,15.211,47.041875
75268,15.245,47.0425
75269,15.361,47.043125
75270,15.484,47.04375
75271,15.598,47.044375
75272,15.645,47.045
75273,15.643,47.045625
75274,15.604,47.04625
75275,15.526,47.046875
75276,15.529,47.0475
75277,15.566,47.048125
75278,15.629,47.04875
75279,15.68,47.049375
75280,15.778,47.05
75281,15.926,47.050625
75282,16.15,47.05125
75283,16.301,47.051875
75284,16.437,47.0525
75285,16.577,47.053125
75286,16.876,47.05375
75287,17.233,47.054375
75288,17.586,47.055
75289,17.81,47.055625
75290,18.051,47.05625
75291,18.293,47.056875
75292,18.531,47.0575
75293,18.802,47.058125
75294,19.146,47.05875
75295,19.499,47.059375
75296,19.662,47.06
75297,19.749,47.060625
75298,19.842,47.06125
75299,19.984,47.061875
75300,20.059,47.0625
75301,20.237,47.063125
75302,20.488,47.06375
75303,20.624,47.064375
75304,20.623,47.065
75305,20.623,47.065625
75306,20.746,47.06625
75307,20.761,47.066875
75308,20.821,47.0675
75309,20.926,47.068125
75310,20.871,47.06875
75311,20.885,47.069375
75312,20.877,47.07
75313,20.711,47.070625
75314,20.628,47.07125
75315,20.595,47.071875
75316,20.596,47.0725
75317,20.317,47.073125
75318,20.117,47.07375
75319,19.952,47.074375
75320,19.741,47.075
75321,19.623,47.075625
75322,19.459,47.07625
75323,19.187,47.076875
75324,19.119,47.0775
75325,18.971,47.078125
75326,18.742,47.07875
75327,18.419,47.079375
75328,18.104,47.08
75329,17.831,47.080625
75330,17.634,47.08125
75331,17.453,47.081875
75332,17.321,47.0825
75333,17.233,47.083125
75334,17.145,47.08375
75335,17.028,47.084375
75336,16.923,47.085
75337,16.875,47.085625
75338,16.948,47.08625
75339,17.023,47.086875
75340,17.08,47.0875
75341,17.073,47.088125
75342,17.075,47.08875
75343,17.087,47.089375
75344,17.114,47.09
75345,17.167,47.090625
75346,17.216,47.09125
75347,17.251,47.091875
75348,17.149,47.0925
75349,16.929,47.093125
75350,16.801,47.09375
75351,17.347,47.094375
75352,17.538,47.095
75353,17.681,47.095625
75354,17.902,47.09625
75355,18.136,47.096875
75356,18.338,47.0975
75357,18.532,47.098125
75358,18.824,47.09875
75359,19.01,47.099375
75360,19.109,47.1
75361,19.106,47.100625
75362,18.99,47.10125
75363,18.887,47.101875
75364,18.797,47.1025
75365,18.631,47.103125
75366,18.572,47.10375
75367,18.553,47.104375
75368,18.512,47.105
75369,18.427,47.105625
75370,18.336,47.10625
75371,18.242,47.106875
75372,18.109,47.1075
75373,18.007,47.108125
75374,17.897,47.10875
75375,17.704,47.109375
75376,17.477,47.11
75377,17.272,47.110625
75378,17.108,47.11125
75379,16.888,47.111875
75380,16.669,47.1125
75381,16.468,47.113125
75382,16.343,47.11375
75383,16.167,47.114375
75384,16.0,47.115
75385,15.875,47.115625
75386,15.778,47.11625
75387,15.655,47.116875
75388,15.511,47.1175
75389,15.375,47.118125
75390,15.298,47.11875
75391,15.202,47.119375
75392,15.015,47.12
75393,14.859,47.120625
75394,14.826,47.12125
75395,14.906,47.121875
75396,14.903,47.1225
75397,14.84,47.123125
75398,14.709,47.12375
75399,14.471,47.124375
75400,14.524,47.125
