,az,t
51323,-0.975,32.076875
51324,-0.946,32.0775
51325,-0.976,32.078125
51326,-1.017,32.07875
51327,-1.048,32.079375
51328,-1.058,32.08
51329,-1.048,32.080625
51330,-1.038,32.08125
51331,-1.035,32.081875
51332,-1.072,32.0825
51333,-1.045,32.083125
51334,-1.017,32.08375
51335,-1.037,32.084375
51336,-1.027,32.085
51337,-1.015,32.085625
51338,-1.008,32.08625
51339,-1.038,32.086875
51340,-1.06,32.0875
51341,-1.08,32.088125
51342,-1.11,32.08875
51343,-1.094,32.089375
51344,-1.089,32.09
51345,-1.12,32.090625
51346,-1.124,32.09125
51347,-1.15,32.091875
51348,-1.195,32.0925
51349,-1.246,32.093125
51350,-1.252,32.09375
51351,-1.252,32.094375
51352,-1.276,32.095
51353,-1.309,32.095625
51354,-1.351,32.09625
51355,-1.4,32.096875
51356,-1.431,32.0975
51357,-1.461,32.098125
51358,-1.495,32.09875
51359,-1.539,32.099375
51360,-1.541,32.1
51361,-1.546,32.100625
51362,-1.57,32.10125
51363,-1.554,32.101875
51364,-1.581,32.1025
51365,-1.63,32.103125
51366,-1.61,32.10375
51367,-1.626,32.104375
51368,-1.639,32.105
51369,-1.612,32.105625
51370,-1.585,32.10625
51371,-1.593,32.106875
51372,-1.636,32.1075
51373,-1.609,32.108125
51374,-1.608,32.10875
51375,-1.615,32.109375
51376,-1.598,32.11
51377,-1.517,32.110625
51378,-1.452,32.11125
51379,-1.432,32.111875
51380,-1.435,32.1125
51381,-1.438,32.113125
51382,-1.43,32.11375
51383,-1.356,32.114375
51384,-1.319,32.115
51385,-1.282,32.115625
51386,-1.218,32.11625
51387,-1.169,32.116875
51388,-1.135,32.1175
51389,-1.113,32.118125
51390,-1.08,32.11875
51391,-1.046,32.119375
51392,-1.017,32.12
51393,-1.003,32.120625
51394,-0.959,32.12125
51395,-0.909,32.121875
51396,-0.858,32.1225
51397,-0.844,32.123125
51398,-0.83,32.12375
51399,-0.817,32.124375
51400,-0.803,32.125
51401,-0.777,32.125625
51402,-0.746,32.12625
51403,-0.712,32.126875
51404,-0.706,32.1275
51405,-0.707,32.128125
51406,-0.713,32.12875
51407,-0.713,32.129375
51408,-0.709,32.13
51409,-0.713,32.130625
51410,-0.75,32.13125
51411,-0.715,32.131875
51412,-0.689,32.1325
51413,-0.699,32.133125
51414,-0.712,32.13375
51415,-0.724,32.134375
51416,-0.726,32.135
51417,-0.682,32.135625
51418,-0.71,32.13625
51419,-0.729,32.136875
51420,-0.671,32.1375
51421,-0.696,32.138125
51422,-0.692,32.13875
51423,-0.651,32.139375
51424,-0.644,32.14
51425,-0.646,32.140625
51426,-0.658,32.14125
51427,-0.689,32.141875
51428,-0.675,32.1425
51429,-0.639,32.143125
51430,-0.585,32.14375
51431,-0.617,32.144375
51432,-0.63,32.145
51433,-0.63,32.145625
51434,-0.647,32.14625
51435,-0.661,32.146875
51436,-0.671,32.1475
51437,-0.675,32.148125
51438,-0.654,32.14875
51439,-0.619,32.149375
51440,-0.575,32.15
51441,-0.585,32.150625
51442,-0.556,32.15125
51443,-0.532,32.151875
51444,-0.596,32.1525
51445,-0.567,32.153125
51446,-0.532,32.15375
51447,-0.522,32.154375
51448,-0.495,32.155
51449,-0.491,32.155625
51450,-0.503,32.15625
51451,-0.507,32.156875
51452,-0.483,32.1575
51453,-0.456,32.158125
51454,-0.446,32.15875
51455,-0.439,32.159375
51456,-0.429,32.16
51457,-0.415,32.160625
51458,-0.388,32.16125
51459,-0.358,32.161875
51460,-0.334,32.1625
51461,-0.331,32.163125
51462,-0.339,32.16375
51463,-0.331,32.164375
51464,-0.297,32.165
51465,-0.277,32.165625
51466,-0.276,32.16625
51467,-0.29,32.166875
51468,-0.307,32.1675
51469,-0.341,32.168125
51470,-0.359,32.16875
51471,-0.329,32.169375
51472,-0.32,32.17
51473,-0.368,32.170625
51474,-0.463,32.17125
51475,-0.375,32.171875
51476,-0.4,32.1725
51477,-0.49,32.173125
51478,-0.598,32.17375
51479,-0.612,32.174375
51480,-0.607,32.175
51481,-0.603,32.175625
51482,-0.62,32.17625
51483,-0.622,32.176875
51484,-0.607,32.1775
51485,-0.57,32.178125
51486,-0.498,32.17875
51487,-0.425,32.179375
51488,-0.378,32.18
51489,-0.316,32.180625
51490,-0.292,32.18125
51491,-0.306,32.181875
51492,-0.228,32.1825
51493,-0.192,32.183125
51494,-0.2,32.18375
51495,-0.278,32.184375
51496,-0.242,32.185
51497,-0.222,32.185625
51498,-0.263,32.18625
51499,-0.32,32.186875
51500,-0.331,32.1875
51501,-0.315,32.188125
51502,-0.339,32.18875
51503,-0.298,32.189375
51504,-0.256,32.19
51505,-0.263,32.190625
51506,-0.224,32.19125
51507,-0.191,32.191875
51508,-0.168,32.1925
51509,-0.111,32.193125
51510,-0.089,32.19375
51511,-0.075,32.194375
51512,-0.028,32.195
51513,0.017,32.195625
51514,0.044,32.19625
51515,0.048,32.196875
51516,0.045,32.1975
51517,0.037,32.198125
51518,0.032,32.19875
51519,0.056,32.199375
51520,0.02,32.2
51521,-0.025,32.200625
51522,-0.041,32.20125
51523,-0.095,32.201875
51524,-0.118,32.2025
51525,-0.111,32.203125
51526,-0.188,32.20375
51527,-0.238,32.204375
51528,-0.279,32.205
51529,-0.347,32.205625
51530,-0.437,32.20625
51531,-0.518,32.206875
51532,-0.579,32.2075
51533,-0.636,32.208125
51534,-0.692,32.20875
51535,-0.741,32.209375
51536,-0.765,32.21
51537,-0.846,32.210625
51538,-0.929,32.21125
51539,-0.973,32.211875
51540,-1.117,32.2125
51541,-1.23,32.213125
51542,-1.301,32.21375
51543,-1.412,32.214375
51544,-1.522,32.215
51545,-1.621,32.215625
51546,-1.692,32.21625
51547,-1.813,32.216875
51548,-1.921,32.2175
51549,-1.996,32.218125
51550,-2.073,32.21875
51551,-2.142,32.219375
51552,-2.205,32.22
51553,-2.283,32.220625
51554,-2.363,32.22125
51555,-2.422,32.221875
51556,-2.436,32.2225
51557,-2.495,32.223125
51558,-2.548,32.22375
51559,-2.587,32.224375
51560,-2.611,32.225
51561,-2.674,32.225625
51562,-2.74,32.22625
51563,-2.743,32.226875
51564,-2.76,32.2275
51565,-2.77,32.228125
51566,-2.763,32.22875
51567,-2.783,32.229375
51568,-2.815,32.23
51569,-2.851,32.230625
51570,-2.865,32.23125
51571,-2.898,32.231875
51572,-2.918,32.2325
51573,-2.894,32.233125
51574,-2.877,32.23375
51575,-2.895,32.234375
51576,-2.943,32.235
51577,-2.92,32.235625
51578,-2.914,32.23625
51579,-2.915,32.236875
51580,-2.908,32.2375
51581,-2.926,32.238125
51582,-2.925,32.23875
51583,-2.888,32.239375
51584,-2.867,32.24
51585,-2.853,32.240625
51586,-2.849,32.24125
51587,-2.879,32.241875
51588,-2.818,32.2425
51589,-2.76,32.243125
51590,-2.78,32.24375
51591,-2.733,32.244375
51592,-2.705,32.245
51593,-2.706,32.245625
51594,-2.713,32.24625
51595,-2.724,32.246875
51596,-2.733,32.2475
51597,-2.73,32.248125
51598,-2.732,32.24875
51599,-2.727,32.249375
51600,-2.71,32.25
51601,-2.714,32.250625
51602,-2.734,32.25125
51603,-2.758,32.251875
51604,-2.724,32.2525
51605,-2.73,32.253125
51606,-2.732,32.25375
51607,-2.695,32.254375
51608,-2.691,32.255
51609,-2.673,32.255625
51610,-2.642,32.25625
51611,-2.689,32.256875
51612,-2.694,32.2575
51613,-2.689,32.258125
51614,-2.719,32.25875
51615,-2.763,32.259375
51616,-2.812,32.26
51617,-2.863,32.260625
51618,-2.897,32.26125
51619,-2.896,32.261875
51620,-2.873,32.2625
51621,-2.869,32.263125
51622,-2.956,32.26375
51623,-3.036,32.264375
51624,-3.036,32.265
