,t,Vdbz
0,42.046875,137.12490801580108
1,42.0475,137.74671860798333
2,42.048125,138.4295676075138
3,42.04875,139.11760172450752
4,42.049375,139.6227756528132
5,42.05,139.9520957492091
6,42.050625,139.91094898950274
7,42.05125,139.21512181803547
8,42.051875,138.0889008215382
9,42.0525,137.05081971539596
10,42.053125,137.8017105343265
11,42.05375,145.69132154533946
12,42.054375,150.43165231060655
13,42.055,153.0129488335864
14,42.055625,153.57309856326088
15,42.05625,153.09680951577104
16,42.056875,153.01061856292793
17,42.0575,153.44214196291088
18,42.058125,152.96680983378346
19,42.05875,152.40688599508988
20,42.059375,151.55006577914523
21,42.06,149.81040618726698
22,42.060625,147.50449052131597
23,42.06125,144.50411731931806
24,42.061875,140.32896636518075
25,42.0625,135.96057586808146
26,42.063125,127.82928823678206
27,42.06375,
28,42.064375,
29,42.065,
30,42.065625,
31,42.06625,
32,42.066875,
33,42.0675,129.0265161697904
34,42.068125,137.1236985345434
35,42.06875,141.74497735591316
36,42.069375,144.67970957560422
37,42.07,146.78704098091174
38,42.070625,148.38357877122115
39,42.07125,149.44078689643962
40,42.071875,150.37369983786056
41,42.0725,151.1842431206016
42,42.073125,151.7207129597235
43,42.07375,152.10847143768027
44,42.074375,152.42248659134157
45,42.075,152.69599193074913
46,42.075625,152.89467854894386
47,42.07625,152.98669717424283
48,42.076875,152.9683712718602
49,42.0775,152.8090324336102
50,42.078125,152.6099813001329
51,42.07875,152.38937999728347
52,42.079375,152.16281548088114
53,42.08,151.9661781179419
54,42.080625,151.7705881032188
55,42.08125,151.57438830525246
56,42.081875,151.43068294853342
57,42.0825,151.34758615301956
58,42.083125,151.31601220371692
59,42.08375,151.34170419326472
60,42.084375,151.39332924650537
61,42.085,151.42835304250065
62,42.085625,151.43534088651234
63,42.08625,151.47715030364262
64,42.086875,151.53235472363085
65,42.0875,151.59041309169288
66,42.088125,151.62852467448246
67,42.08875,151.64422268640436
68,42.089375,151.64808596038057
69,42.09,151.6417220049497
70,42.090625,151.60526682468242
71,42.09125,151.55190381954634
72,42.091875,151.47969881024306
73,42.0925,151.3750609069294
74,42.093125,151.24228701177373
75,42.09375,151.10962782017995
76,42.094375,150.99526450937572
77,42.095,150.86546357826566
78,42.095625,150.72738057356082
79,42.09625,150.585783200867
80,42.096875,150.46452083931402
81,42.0975,150.38500599679054
82,42.098125,150.31429852829166
83,42.09875,150.22456168854612
84,42.099375,150.1000132785374
85,42.1,149.96538380881313
86,42.100625,149.8241512398621
87,42.10125,149.67516827576497
88,42.101875,149.52532602517027
89,42.1025,149.37226287259645
90,42.103125,149.21104145723118
91,42.10375,149.097201962881
92,42.104375,148.9858645060172
93,42.105,148.8690149976708
94,42.105625,148.76293272493498
95,42.10625,148.67027641329085
96,42.106875,148.58729264835395
97,42.1075,148.51101045075427
98,42.108125,148.47539977252677
99,42.10875,148.44194326263423
100,42.109375,148.3981241273919
101,42.11,148.33713537487463
102,42.110625,148.28676291164737
103,42.11125,148.23811549513636
104,42.111875,148.1668348230931
105,42.1125,148.11512079547913
106,42.113125,148.05072983607818
107,42.11375,147.955325122529
108,42.114375,147.82329103394255
109,42.115,147.70461590224429
110,42.115625,147.5984323100841
111,42.11625,147.4916678546545
112,42.116875,147.3772616379659
113,42.1175,147.2767505767228
114,42.118125,147.20997488936004
115,42.11875,147.070246330777
