,numero,intensitemax
0,coupe_0,-41.97603821282936
1,coupe_1,-54.58235093764464
2,coupe_2,-32.67109354287711
3,coupe_3,-36.97694292497463
4,coupe_4,-43.31596356986591
5,coupe_5,-40.262184868524116
6,coupe_6,-39.74474194095006
7,coupe_7,-48.10830053920271
8,coupe_8,-40.726123801294705
9,coupe_9,-40.1248176687184
10,coupe_10,-42.469394719801194
11,coupe_11,-52.19469845988921
12,coupe_12,-43.67996130528471
13,coupe_13,-47.485880218951976
14,coupe_14,-44.642696911087995
15,coupe_15,-34.163850673385106
