,numero,intensitemax
0,coupe_0,-40.173743848672785
1,coupe_1,-39.4136063266632
2,coupe_2,-38.56741962124505
3,coupe_3,-39.96481293295241
4,coupe_4,-34.99263593792571
5,coupe_5,-34.725082853517065
6,coupe_6,-30.94202745929209
7,coupe_7,-32.474817880328686
8,coupe_8,-34.579213513614036
9,coupe_9,-40.76461644432601
10,coupe_10,-41.878065418120045
11,coupe_11,-39.355826054151166
12,coupe_12,-45.375360146690085
13,coupe_13,-32.853674342575985
14,coupe_14,-35.83689918812965
15,coupe_15,-38.91399482753558
16,coupe_16,-41.07490032401637
17,coupe_17,-32.13287890373618
