,numero,intensitemax
0,coupe_0,-37.643863616739395
1,coupe_1,-34.29940021075873
2,coupe_2,-32.33167327376907
3,coupe_3,-45.162967805713514
4,coupe_4,-44.067683960726654
5,coupe_5,-31.452945384111267
6,coupe_6,-32.25425557694529
7,coupe_7,-40.20114723485044
8,coupe_8,-32.10698453644476
9,coupe_9,-36.29556621223342
10,coupe_10,-33.951829147282226
11,coupe_11,-38.48609750127728
12,coupe_12,-35.56314982953295
13,coupe_13,-34.34228517001078
14,coupe_14,-33.20357567945711
15,coupe_15,-41.30497806668568
