,ax,t
83214,8.073,52.00875
83215,8.053,52.009375
83216,8.063,52.01
83217,8.022,52.010625
83218,7.961,52.01125
83219,7.898,52.011875
83220,7.912,52.0125
83221,7.9,52.013125
83222,7.88,52.01375
83223,7.86,52.014375
83224,7.855,52.015
83225,7.839,52.015625
83226,7.809,52.01625
83227,7.748,52.016875
83228,7.775,52.0175
83229,7.795,52.018125
83230,7.689,52.01875
83231,7.658,52.019375
83232,7.676,52.02
83233,7.732,52.020625
83234,7.715,52.02125
83235,7.718,52.021875
83236,7.73,52.0225
83237,7.737,52.023125
83238,7.713,52.02375
83239,7.682,52.024375
83240,7.654,52.025
83241,7.801,52.025625
83242,7.829,52.02625
83243,7.782,52.026875
83244,7.738,52.0275
83245,7.747,52.028125
83246,7.757,52.02875
83247,7.743,52.029375
83248,7.74,52.03
83249,7.711,52.030625
83250,7.684,52.03125
83251,7.766,52.031875
83252,7.786,52.0325
83253,7.774,52.033125
83254,7.74,52.03375
83255,7.697,52.034375
83256,7.649,52.035
83257,7.616,52.035625
83258,7.711,52.03625
83259,7.706,52.036875
83260,7.663,52.0375
83261,7.622,52.038125
83262,7.689,52.03875
83263,7.718,52.039375
83264,7.696,52.04
83265,7.655,52.040625
83266,7.656,52.04125
83267,7.674,52.041875
83268,7.684,52.0425
83269,7.653,52.043125
83270,7.654,52.04375
83271,7.698,52.044375
83272,7.668,52.045
83273,7.652,52.045625
83274,7.655,52.04625
83275,7.689,52.046875
83276,7.692,52.0475
83277,7.673,52.048125
83278,7.633,52.04875
83279,7.646,52.049375
83280,7.623,52.05
83281,7.585,52.050625
83282,7.589,52.05125
83283,7.558,52.051875
83284,7.544,52.0525
83285,7.574,52.053125
83286,7.592,52.05375
83287,7.599,52.054375
83288,7.603,52.055
83289,7.627,52.055625
83290,7.572,52.05625
83291,7.519,52.056875
83292,7.522,52.0575
83293,7.564,52.058125
83294,7.574,52.05875
83295,7.558,52.059375
83296,7.571,52.06
83297,7.575,52.060625
83298,7.566,52.06125
83299,7.536,52.061875
83300,7.553,52.0625
83301,7.554,52.063125
83302,7.53,52.06375
83303,7.503,52.064375
83304,7.503,52.065
83305,7.522,52.065625
83306,7.556,52.06625
83307,7.613,52.066875
83308,7.617,52.0675
83309,7.55,52.068125
83310,7.513,52.06875
83311,7.543,52.069375
83312,7.592,52.07
83313,7.558,52.070625
83314,7.551,52.07125
83315,7.551,52.071875
83316,7.551,52.0725
83317,7.612,52.073125
83318,7.632,52.07375
83319,7.624,52.074375
83320,7.627,52.075
83321,7.581,52.075625
83322,7.539,52.07625
83323,7.532,52.076875
83324,7.545,52.0775
83325,7.549,52.078125
83326,7.543,52.07875
83327,7.519,52.079375
83328,7.471,52.08
83329,7.432,52.080625
83330,7.432,52.08125
83331,7.46,52.081875
83332,7.44,52.0825
83333,7.38,52.083125
83334,7.386,52.08375
83335,7.391,52.084375
83336,7.397,52.085
83337,7.411,52.085625
83338,7.389,52.08625
83339,7.39,52.086875
83340,7.418,52.0875
83341,7.343,52.088125
83342,7.346,52.08875
83343,7.381,52.089375
83344,7.392,52.09
83345,7.365,52.090625
83346,7.356,52.09125
83347,7.378,52.091875
83348,7.358,52.0925
83349,7.369,52.093125
83350,7.398,52.09375
83351,7.422,52.094375
83352,7.4,52.095
83353,7.354,52.095625
83354,7.289,52.09625
83355,7.385,52.096875
83356,7.403,52.0975
83357,7.364,52.098125
83358,7.334,52.09875
83359,7.388,52.099375
83360,7.398,52.1
83361,7.276,52.100625
83362,7.288,52.10125
83363,7.31,52.101875
83364,7.325,52.1025
83365,7.274,52.103125
83366,7.289,52.10375
83367,7.292,52.104375
83368,7.214,52.105
83369,7.21,52.105625
83370,7.2,52.10625
83371,7.177,52.106875
83372,7.167,52.1075
83373,7.129,52.108125
83374,7.097,52.10875
83375,7.118,52.109375
83376,7.15,52.11
83377,7.16,52.110625
83378,7.144,52.11125
83379,7.141,52.111875
83380,7.116,52.1125
83381,7.09,52.113125
83382,7.104,52.11375
83383,7.112,52.114375
83384,7.123,52.115
83385,7.14,52.115625
83386,7.167,52.11625
83387,7.166,52.116875
83388,7.148,52.1175
83389,7.145,52.118125
83390,7.166,52.11875
83391,7.183,52.119375
83392,7.183,52.12
83393,7.278,52.120625
83394,7.323,52.12125
83395,7.325,52.121875
83396,7.314,52.1225
83397,7.325,52.123125
