,ax,t
148864,6.454,93.04
148865,6.478,93.040625
148866,6.499,93.04125
148867,6.548,93.041875
148868,6.643,93.0425
148869,6.682,93.043125
148870,6.724,93.04375
148871,6.769,93.044375
148872,6.82,93.045
148873,6.878,93.045625
148874,6.922,93.04625
148875,6.928,93.046875
148876,6.976,93.0475
148877,7.039,93.048125
148878,7.116,93.04875
148879,7.204,93.049375
148880,7.18,93.05
148881,7.157,93.050625
148882,7.249,93.05125
148883,7.235,93.051875
148884,7.25,93.0525
148885,7.307,93.053125
148886,7.311,93.05375
148887,7.303,93.054375
148888,7.32,93.055
148889,7.425,93.055625
148890,7.386,93.05625
148891,7.331,93.056875
148892,7.291,93.0575
148893,7.383,93.058125
148894,7.421,93.05875
148895,7.435,93.059375
148896,7.472,93.06
148897,7.49,93.060625
148898,7.507,93.06125
148899,7.527,93.061875
148900,7.544,93.0625
148901,7.549,93.063125
148902,7.55,93.06375
148903,7.567,93.064375
148904,7.594,93.065
148905,7.602,93.065625
148906,7.572,93.06625
148907,7.59,93.066875
148908,7.592,93.0675
148909,7.586,93.068125
148910,7.63,93.06875
148911,7.617,93.069375
148912,7.588,93.07
148913,7.567,93.070625
148914,7.606,93.07125
148915,7.585,93.071875
148916,7.511,93.0725
148917,7.542,93.073125
148918,7.544,93.07375
148919,7.549,93.074375
148920,7.594,93.075
148921,7.62,93.075625
148922,7.661,93.07625
148923,7.717,93.076875
148924,7.69,93.0775
148925,7.652,93.078125
148926,7.607,93.07875
148927,7.559,93.079375
148928,7.585,93.08
148929,7.644,93.080625
148930,7.722,93.08125
148931,7.633,93.081875
148932,7.656,93.0825
148933,7.735,93.083125
148934,7.77,93.08375
148935,7.711,93.084375
148936,7.691,93.085
148937,7.765,93.085625
148938,7.68,93.08625
148939,7.707,93.086875
148940,7.805,93.0875
148941,7.832,93.088125
148942,7.846,93.08875
148943,7.849,93.089375
148944,7.839,93.09
148945,7.842,93.090625
148946,7.869,93.09125
148947,7.917,93.091875
148948,7.968,93.0925
148949,7.985,93.093125
148950,7.981,93.09375
148951,7.96,93.094375
148952,8.001,93.095
148953,8.036,93.095625
148954,8.057,93.09625
148955,8.087,93.096875
148956,8.088,93.0975
148957,8.088,93.098125
148958,8.126,93.09875
148959,8.193,93.099375
148960,8.256,93.1
148961,8.306,93.100625
148962,8.269,93.10125
148963,8.249,93.101875
148964,8.251,93.1025
148965,8.295,93.103125
148966,8.269,93.10375
148967,8.25,93.104375
148968,8.26,93.105
148969,8.236,93.105625
148970,8.259,93.10625
148971,8.299,93.106875
148972,8.279,93.1075
148973,8.264,93.108125
148974,8.259,93.10875
148975,8.269,93.109375
148976,8.223,93.11
148977,8.195,93.110625
148978,8.18,93.11125
148979,8.156,93.111875
148980,8.127,93.1125
148981,8.067,93.113125
148982,7.952,93.11375
148983,7.899,93.114375
148984,7.881,93.115
148985,7.884,93.115625
148986,7.864,93.11625
148987,7.817,93.116875
148988,7.769,93.1175
148989,7.745,93.118125
148990,7.697,93.11875
148991,7.664,93.119375
148992,7.651,93.12
148993,7.634,93.120625
148994,7.612,93.12125
148995,7.593,93.121875
148996,7.586,93.1225
148997,7.582,93.123125
148998,7.583,93.12375
148999,7.588,93.124375
149000,7.547,93.125
149001,7.506,93.125625
149002,7.475,93.12625
149003,7.475,93.126875
149004,7.502,93.1275
149005,7.511,93.128125
149006,7.484,93.12875
149007,7.474,93.129375
149008,7.496,93.13
149009,7.518,93.130625
149010,7.439,93.13125
149011,7.462,93.131875
149012,7.496,93.1325
149013,7.503,93.133125
149014,7.513,93.13375
149015,7.527,93.134375
149016,7.539,93.135
149017,7.522,93.135625
149018,7.556,93.13625
149019,7.598,93.136875
149020,7.621,93.1375
149021,7.623,93.138125
149022,7.688,93.13875
149023,7.808,93.139375
149024,7.879,93.14
149025,7.956,93.140625
149026,8.014,93.14125
149027,8.024,93.141875
