,numero,intensitemax
0,coupe_0,-40.05651581950651
1,coupe_1,-38.95366095082154
2,coupe_2,-48.456292092744576
3,coupe_3,-38.68833560275689
4,coupe_4,-31.777645513050885
5,coupe_5,-34.016563577536445
6,coupe_6,-32.96342614842645
7,coupe_7,-34.40079286818465
8,coupe_8,-36.55241819729497
9,coupe_9,-39.41569882079557
10,coupe_10,-48.546409330676276
11,coupe_11,-35.46939281087979
12,coupe_12,-41.32155093637824
13,coupe_13,-32.77138639133418
14,coupe_14,-35.255653715556655
15,coupe_15,-37.182091329458174
16,coupe_16,-32.97077845247665
17,coupe_17,-38.830516384593984
18,coupe_18,-41.13491551602286
