,numero,intensitemax
0,coupe_0,-31.22639701462194
1,coupe_1,-40.86400095414609
2,coupe_2,-37.124303699038094
3,coupe_3,-36.263354034701095
4,coupe_4,-34.22251373450436
5,coupe_5,-35.97405811888768
6,coupe_6,-36.318557615058204
7,coupe_7,-35.86381758895883
8,coupe_8,-35.43669669565362
9,coupe_9,-38.13248344095544
10,coupe_10,-40.086614420621
11,coupe_11,-37.47591047770226
12,coupe_12,-35.52527682995455
13,coupe_13,-40.519919401078496
14,coupe_14,-35.61151632745005
15,coupe_15,-41.4880393112466
16,coupe_16,-36.60941511944769
17,coupe_17,-32.88571258450351
18,coupe_18,-45.13576421814
