,numero,intensitemax
0,coupe_0,-36.227050209267354
1,coupe_1,-28.349079186709787
2,coupe_2,-32.727167156921865
3,coupe_3,-29.75720275497077
4,coupe_4,-28.418613304136255
5,coupe_5,-31.055043569363146
6,coupe_6,-29.192808298252096
7,coupe_7,-27.6081709649873
8,coupe_8,-28.801137969324273
9,coupe_9,-26.179303284493077
10,coupe_10,-31.424550815499988
11,coupe_11,-36.29841541934377
12,coupe_12,-27.27036985440424
13,coupe_13,-30.99138451785038
14,coupe_14,-27.71336277791855
15,coupe_15,-28.98616339570523
