,numero,intensitemax
0,coupe_0,-39.73724089826269
1,coupe_1,-37.926789926051214
2,coupe_2,-40.85139537351358
3,coupe_3,-33.846132326007314
4,coupe_4,-26.474087003402285
5,coupe_5,-34.31486491797609
6,coupe_6,-37.71334449405039
7,coupe_7,-36.885313578221414
8,coupe_8,-38.77570751885719
9,coupe_9,-45.840617957843996
10,coupe_10,-32.989751684072296
11,coupe_11,-34.8386977454813
12,coupe_12,-36.780722965933776
13,coupe_13,-35.54048420598121
14,coupe_14,-27.890157364229573
15,coupe_15,-35.29094749160691
16,coupe_16,-35.468935584269836
17,coupe_17,-29.666066628441495
