,numero,centroid
0,coupe_0,23.150428949506246
1,coupe_1,30.727844122666212
2,coupe_2,14.984833523227115
3,coupe_3,17.68630876027177
4,coupe_4,14.405353459551659
5,coupe_5,13.49508244683108
6,coupe_6,18.179051819757056
7,coupe_7,17.94974410029354
8,coupe_8,16.393116498204797
9,coupe_9,18.439924333899885
10,coupe_10,19.112538694216006
11,coupe_11,19.243299434295096
12,coupe_12,13.943756530131434
13,coupe_13,14.368879354872861
14,coupe_14,18.906885290470107
15,coupe_15,17.793066916106994
