,numero,intensitemax
0,coupe_0,-35.4793207244455
1,coupe_1,-36.39885502430583
2,coupe_2,-36.26539520844756
3,coupe_3,-38.60789377482953
4,coupe_4,-32.07179546470006
5,coupe_5,-35.4236793082043
6,coupe_6,-30.584153666621358
7,coupe_7,-38.26949720012739
8,coupe_8,-32.88408278267467
9,coupe_9,-32.03950629028715
10,coupe_10,-39.85806854490583
11,coupe_11,-37.08881974891692
12,coupe_12,-34.335490084566416
13,coupe_13,-35.6080969152499
14,coupe_14,-35.25011683739342
15,coupe_15,-34.69577745986319
