,numero,intensitemax
0,coupe_0,-44.91489402713617
1,coupe_1,-49.88018169700268
2,coupe_2,-39.668018488224085
3,coupe_3,-51.4393530180757
4,coupe_4,-38.13540797540586
5,coupe_5,-35.30258188041591
6,coupe_6,-42.32792753869967
7,coupe_7,-43.50869790123763
8,coupe_8,-47.673186834379564
9,coupe_9,-44.24145428324078
10,coupe_10,-38.698203153746064
11,coupe_11,-47.054943358599324
12,coupe_12,-47.14484698852005
13,coupe_13,-41.64178604955312
14,coupe_14,-43.826180462362174
15,coupe_15,-45.16844158688946
16,coupe_16,-37.25947600349689
17,coupe_17,-44.254164719446905
