,numero,intensitemax
0,coupe_0,-35.41369019262391
1,coupe_1,-40.77430650786311
2,coupe_2,-48.04497734654198
3,coupe_3,-46.894311535439705
4,coupe_4,-42.170464550790115
5,coupe_5,-43.42831427295452
6,coupe_6,-41.54708476107426
7,coupe_7,-49.1481947465559
8,coupe_8,-35.95039016524913
9,coupe_9,-34.36787484851523
10,coupe_10,-46.63582832305039
11,coupe_11,-43.332980086507405
12,coupe_12,-44.62322693310505
13,coupe_13,-53.86806645548756
14,coupe_14,-41.02249140633836
15,coupe_15,-39.33107078939011
