,numero,intensitemax
0,coupe_0,-32.49362863596942
1,coupe_1,-34.93285054524114
2,coupe_2,-34.36863295211937
3,coupe_3,-35.50707829138986
4,coupe_4,-28.986731088462463
5,coupe_5,-27.719704435597382
6,coupe_6,-30.43637626428202
7,coupe_7,-30.52287183349105
8,coupe_8,-34.77921165846802
9,coupe_9,-28.942577372404614
10,coupe_10,-32.88009536802652
11,coupe_11,-29.835343504479557
12,coupe_12,-35.11506500124164
13,coupe_13,-36.262177548903495
14,coupe_14,-32.78999958771117
15,coupe_15,-32.08691382793313
16,coupe_16,-35.86910602005458
17,coupe_17,-34.59285729074415
