,numero,intensitemax
0,coupe_0,-42.87122428208594
1,coupe_1,-33.996268421411145
2,coupe_2,-35.94507253925116
3,coupe_3,-54.96270384168622
4,coupe_4,-42.407543992098226
5,coupe_5,-44.70204793046298
6,coupe_6,-44.50542383635393
7,coupe_7,-42.5659398860234
8,coupe_8,-35.34270765608639
9,coupe_9,-36.74429567420603
10,coupe_10,-41.750915480480664
11,coupe_11,-45.07231017526109
12,coupe_12,-40.33015854829106
13,coupe_13,-45.37596776120673
14,coupe_14,-44.99112983307513
15,coupe_15,-44.39164533103935
