,az,t
128155,-1.635,80.096875
128156,-1.615,80.0975
128157,-1.586,80.098125
128158,-1.602,80.09875
128159,-1.653,80.099375
128160,-1.616,80.1
128161,-1.581,80.100625
128162,-1.55,80.10125
128163,-1.526,80.101875
128164,-1.514,80.1025
128165,-1.521,80.103125
128166,-1.551,80.10375
128167,-1.514,80.104375
128168,-1.493,80.105
128169,-1.485,80.105625
128170,-1.488,80.10625
128171,-1.489,80.106875
128172,-1.505,80.1075
128173,-1.553,80.108125
128174,-1.562,80.10875
128175,-1.581,80.109375
128176,-1.61,80.11
128177,-1.616,80.110625
128178,-1.6,80.11125
128179,-1.585,80.111875
128180,-1.606,80.1125
128181,-1.634,80.113125
128182,-1.645,80.11375
128183,-1.628,80.114375
128184,-1.645,80.115
128185,-1.666,80.115625
128186,-1.67,80.11625
128187,-1.582,80.116875
128188,-1.602,80.1175
128189,-1.646,80.118125
128190,-1.669,80.11875
128191,-1.637,80.119375
128192,-1.637,80.12
128193,-1.674,80.120625
128194,-1.704,80.12125
128195,-1.726,80.121875
128196,-1.726,80.1225
128197,-1.679,80.123125
128198,-1.731,80.12375
128199,-1.767,80.124375
128200,-1.758,80.125
128201,-1.805,80.125625
128202,-1.842,80.12625
128203,-1.871,80.126875
128204,-1.891,80.1275
128205,-1.922,80.128125
128206,-1.951,80.12875
128207,-1.971,80.129375
128208,-1.973,80.13
128209,-1.966,80.130625
128210,-1.96,80.13125
128211,-2.031,80.131875
128212,-2.045,80.1325
128213,-2.039,80.133125
128214,-2.056,80.13375
128215,-2.082,80.134375
128216,-2.073,80.135
128217,-2.016,80.135625
128218,-2.087,80.13625
128219,-2.126,80.136875
128220,-2.138,80.1375
128221,-2.125,80.138125
128222,-2.116,80.13875
128223,-2.129,80.139375
128224,-2.18,80.14
128225,-2.155,80.140625
128226,-2.12,80.14125
128227,-2.083,80.141875
128228,-2.083,80.1425
128229,-2.069,80.143125
128230,-2.061,80.14375
128231,-2.088,80.144375
128232,-2.044,80.145
128233,-2.017,80.145625
128234,-2.03,80.14625
128235,-1.993,80.146875
128236,-1.98,80.1475
128237,-1.988,80.148125
128238,-2.022,80.14875
128239,-2.02,80.149375
128240,-2.017,80.15
128241,-2.034,80.150625
128242,-2.076,80.15125
128243,-2.09,80.151875
128244,-2.08,80.1525
128245,-2.1,80.153125
128246,-2.073,80.15375
128247,-2.038,80.154375
128248,-2.048,80.155
128249,-2.075,80.155625
128250,-2.108,80.15625
128251,-2.145,80.156875
128252,-2.162,80.1575
128253,-2.183,80.158125
128254,-2.188,80.15875
128255,-2.104,80.159375
128256,-2.111,80.16
128257,-2.128,80.160625
128258,-2.104,80.16125
128259,-2.14,80.161875
128260,-2.175,80.1625
128261,-2.201,80.163125
128262,-2.181,80.16375
128263,-2.185,80.164375
128264,-2.189,80.165
128265,-2.155,80.165625
128266,-2.17,80.16625
128267,-2.182,80.166875
128268,-2.179,80.1675
128269,-2.186,80.168125
128270,-2.182,80.16875
128271,-2.171,80.169375
128272,-2.154,80.17
128273,-2.155,80.170625
128274,-2.172,80.17125
128275,-2.209,80.171875
128276,-2.178,80.1725
128277,-2.148,80.173125
128278,-2.129,80.17375
128279,-2.159,80.174375
128280,-2.171,80.175
128281,-2.177,80.175625
128282,-2.187,80.17625
128283,-2.185,80.176875
128284,-2.209,80.1775
128285,-2.269,80.178125
128286,-2.219,80.17875
128287,-2.226,80.179375
128288,-2.264,80.18
128289,-2.257,80.180625
128290,-2.25,80.18125
128291,-2.242,80.181875
128292,-2.232,80.1825
128293,-2.238,80.183125
128294,-2.234,80.18375
128295,-2.221,80.184375
128296,-2.207,80.185
128297,-2.146,80.185625
128298,-2.079,80.18625
128299,-2.062,80.186875
128300,-2.056,80.1875
128301,-2.051,80.188125
128302,-2.044,80.18875
128303,-1.977,80.189375
128304,-1.919,80.19
128305,-1.874,80.190625
128306,-1.857,80.19125
128307,-1.861,80.191875
128308,-1.863,80.1925
128309,-1.849,80.193125
128310,-1.817,80.19375
128311,-1.765,80.194375
128312,-1.701,80.195
128313,-1.718,80.195625
128314,-1.69,80.19625
128315,-1.653,80.196875
128316,-1.656,80.1975
128317,-1.648,80.198125
128318,-1.641,80.19875
128319,-1.637,80.199375
128320,-1.597,80.2
128321,-1.574,80.200625
128322,-1.57,80.20125
128323,-1.594,80.201875
128324,-1.592,80.2025
128325,-1.593,80.203125
128326,-1.617,80.20375
128327,-1.559,80.204375
128328,-1.529,80.205
128329,-1.526,80.205625
128330,-1.455,80.20625
128331,-1.45,80.206875
128332,-1.465,80.2075
128333,-1.445,80.208125
128334,-1.438,80.20875
128335,-1.438,80.209375
128336,-1.441,80.21
128337,-1.38,80.210625
128338,-1.335,80.21125
128339,-1.308,80.211875
128340,-1.315,80.2125
128341,-1.317,80.213125
128342,-1.3,80.21375
128343,-1.249,80.214375
128344,-1.192,80.215
128345,-1.131,80.215625
128346,-1.074,80.21625
128347,-1.095,80.216875
128348,-1.067,80.2175
128349,-1.018,80.218125
128350,-0.974,80.21875
128351,-0.925,80.219375
128352,-0.895,80.22
128353,-0.896,80.220625
128354,-0.919,80.22125
128355,-0.905,80.221875
128356,-0.854,80.2225
128357,-0.753,80.223125
128358,-0.723,80.22375
128359,-0.709,80.224375
128360,-0.682,80.225
128361,-0.68,80.225625
128362,-0.673,80.22625
128363,-0.655,80.226875
128364,-0.591,80.2275
128365,-0.586,80.228125
128366,-0.591,80.22875
128367,-0.544,80.229375
128368,-0.556,80.23
128369,-0.558,80.230625
128370,-0.532,80.23125
128371,-0.538,80.231875
128372,-0.519,80.2325
128373,-0.484,80.233125
128374,-0.457,80.23375
128375,-0.432,80.234375
128376,-0.412,80.235
128377,-0.399,80.235625
128378,-0.379,80.23625
128379,-0.362,80.236875
128380,-0.35,80.2375
128381,-0.357,80.238125
128382,-0.309,80.23875
128383,-0.253,80.239375
128384,-0.25,80.24
128385,-0.218,80.240625
128386,-0.174,80.24125
128387,-0.12,80.241875
128388,-0.147,80.2425
128389,-0.116,80.243125
128390,-0.06,80.24375
128391,-0.073,80.244375
128392,-0.056,80.245
128393,-0.018,80.245625
128394,0.043,80.24625
128395,0.042,80.246875
128396,0.052,80.2475
128397,0.078,80.248125
128398,0.095,80.24875
128399,0.116,80.249375
128400,0.13,80.25
128401,0.113,80.250625
128402,0.113,80.25125
128403,0.121,80.251875
128404,0.134,80.2525
128405,0.11,80.253125
128406,0.13,80.25375
128407,0.175,80.254375
128408,0.188,80.255
128409,0.192,80.255625
128410,0.197,80.25625
128411,0.214,80.256875
128412,0.237,80.2575
128413,0.281,80.258125
128414,0.339,80.25875
128415,0.333,80.259375
128416,0.328,80.26
128417,0.338,80.260625
128418,0.389,80.26125
128419,0.397,80.261875
128420,0.385,80.2625
128421,0.354,80.263125
128422,0.436,80.26375
128423,0.467,80.264375
128424,0.465,80.265
128425,0.468,80.265625
128426,0.444,80.26625
128427,0.418,80.266875
128428,0.408,80.2675
128429,0.385,80.268125
128430,0.358,80.26875
128431,0.336,80.269375
128432,0.396,80.27
128433,0.412,80.270625
128434,0.422,80.27125
128435,0.483,80.271875
128436,0.538,80.2725
128437,0.564,80.273125
128438,0.551,80.27375
128439,0.625,80.274375
128440,0.68,80.275
128441,0.725,80.275625
128442,0.796,80.27625
128443,0.837,80.276875
128444,0.876,80.2775
128445,0.934,80.278125
128446,0.917,80.27875
128447,0.93,80.279375
128448,0.981,80.28
128449,1.028,80.280625
128450,1.066,80.28125
128451,1.078,80.281875
128452,1.024,80.2825
128453,1.074,80.283125
128454,1.124,80.28375
128455,1.144,80.284375
128456,1.084,80.285
128457,1.084,80.285625
128458,1.115,80.28625
128459,1.085,80.286875
128460,1.057,80.2875
128461,1.051,80.288125
128462,1.089,80.28875
128463,1.113,80.289375
128464,1.117,80.29
128465,1.098,80.290625
128466,1.057,80.29125
128467,1.06,80.291875
128468,1.082,80.2925
128469,1.103,80.293125
128470,1.092,80.29375
128471,1.109,80.294375
128472,1.173,80.295
128473,1.173,80.295625
128474,1.219,80.29625
128475,1.296,80.296875
128476,1.374,80.2975
128477,1.469,80.298125
128478,1.564,80.29875
128479,1.645,80.299375
128480,1.801,80.3
128481,1.892,80.300625
128482,1.92,80.30125
128483,2.028,80.301875
128484,2.086,80.3025
128485,2.133,80.303125
128486,2.217,80.30375
128487,2.282,80.304375
128488,2.298,80.305
128489,2.251,80.305625
128490,2.274,80.30625
128491,2.318,80.306875
128492,2.361,80.3075
128493,2.334,80.308125
128494,2.36,80.30875
128495,2.394,80.309375
128496,2.407,80.31
128497,2.433,80.310625
128498,2.43,80.31125
