,az,t
43374,0.534,27.10875
43375,0.557,27.109375
43376,0.603,27.11
43377,0.626,27.110625
43378,0.647,27.11125
43379,0.667,27.111875
43380,0.683,27.1125
43381,0.716,27.113125
43382,0.75,27.11375
43383,0.787,27.114375
43384,0.862,27.115
43385,0.906,27.115625
43386,0.93,27.11625
43387,0.933,27.116875
43388,1.031,27.1175
43389,1.095,27.118125
43390,1.092,27.11875
43391,1.112,27.119375
43392,1.126,27.12
43393,1.144,27.120625
43394,1.194,27.12125
43395,1.245,27.121875
43396,1.273,27.1225
43397,1.256,27.123125
43398,1.314,27.12375
43399,1.366,27.124375
43400,1.405,27.125
43401,1.433,27.125625
43402,1.444,27.12625
43403,1.443,27.126875
43404,1.433,27.1275
43405,1.44,27.128125
43406,1.459,27.12875
43407,1.489,27.129375
43408,1.476,27.13
43409,1.458,27.130625
43410,1.445,27.13125
43411,1.469,27.131875
43412,1.444,27.1325
43413,1.432,27.133125
43414,1.476,27.13375
43415,1.473,27.134375
43416,1.461,27.135
43417,1.449,27.135625
43418,1.487,27.13625
43419,1.506,27.136875
43420,1.517,27.1375
43421,1.534,27.138125
43422,1.551,27.13875
43423,1.578,27.139375
43424,1.618,27.14
43425,1.598,27.140625
43426,1.616,27.14125
43427,1.66,27.141875
43428,1.708,27.1425
43429,1.701,27.143125
43430,1.687,27.14375
43431,1.69,27.144375
43432,1.709,27.145
43433,1.738,27.145625
43434,1.772,27.14625
43435,1.772,27.146875
43436,1.767,27.1475
43437,1.747,27.148125
43438,1.69,27.14875
43439,1.684,27.149375
43440,1.681,27.15
43441,1.671,27.150625
43442,1.688,27.15125
43443,1.681,27.151875
43444,1.66,27.1525
43445,1.654,27.153125
43446,1.657,27.15375
43447,1.662,27.154375
43448,1.662,27.155
43449,1.621,27.155625
43450,1.586,27.15625
43451,1.559,27.156875
43452,1.532,27.1575
43453,1.532,27.158125
43454,1.545,27.15875
43455,1.559,27.159375
43456,1.57,27.16
43457,1.571,27.160625
43458,1.561,27.16125
43459,1.595,27.161875
43460,1.583,27.1625
43461,1.544,27.163125
43462,1.531,27.16375
43463,1.561,27.164375
43464,1.593,27.165
43465,1.603,27.165625
43466,1.629,27.16625
43467,1.62,27.166875
43468,1.581,27.1675
43469,1.591,27.168125
43470,1.626,27.16875
43471,1.66,27.169375
43472,1.653,27.17
43473,1.663,27.170625
43474,1.64,27.17125
43475,1.566,27.171875
43476,1.658,27.1725
43477,1.649,27.173125
43478,1.586,27.17375
43479,1.593,27.174375
43480,1.589,27.175
43481,1.583,27.175625
43482,1.576,27.17625
43483,1.529,27.176875
43484,1.51,27.1775
43485,1.523,27.178125
43486,1.526,27.17875
43487,1.53,27.179375
43488,1.538,27.18
43489,1.562,27.180625
43490,1.557,27.18125
