,numero,intensitemax
0,coupe_0,-53.718616601545534
1,coupe_1,-37.10555241260994
2,coupe_2,-34.56346111676537
3,coupe_3,-34.50664153707686
4,coupe_4,-34.781923712880044
5,coupe_5,-34.251860568517394
6,coupe_6,-32.142429268088726
7,coupe_7,-31.7992170103431
8,coupe_8,-35.99030066871265
9,coupe_9,-29.533845849427458
10,coupe_10,-33.72861458273907
11,coupe_11,-36.1605417955588
12,coupe_12,-42.80477139521639
13,coupe_13,-32.70654540647396
14,coupe_14,-32.99513716566851
15,coupe_15,-35.99619828120876
16,coupe_16,-36.75541721108387
17,coupe_17,-33.446986812662054
