,ay,t
40090,5.986,25.05625
40091,5.915,25.056875
40092,5.916,25.0575
40093,5.919,25.058125
40094,5.908,25.05875
40095,5.898,25.059375
40096,5.871,25.06
40097,5.85,25.060625
40098,5.884,25.06125
40099,5.839,25.061875
40100,5.801,25.0625
40101,5.793,25.063125
40102,5.715,25.06375
40103,5.713,25.064375
40104,5.745,25.065
40105,5.714,25.065625
40106,5.754,25.06625
40107,5.804,25.066875
40108,5.841,25.0675
40109,5.839,25.068125
40110,5.863,25.06875
40111,5.91,25.069375
40112,5.971,25.07
40113,6.074,25.070625
40114,6.175,25.07125
40115,6.25,25.071875
40116,6.361,25.0725
40117,6.477,25.073125
40118,6.581,25.07375
40119,6.595,25.074375
40120,6.681,25.075
40121,6.773,25.075625
40122,6.824,25.07625
40123,6.913,25.076875
40124,6.959,25.0775
40125,6.967,25.078125
40126,7.012,25.07875
40127,7.032,25.079375
40128,7.045,25.08
40129,7.066,25.080625
40130,7.11,25.08125
40131,7.135,25.081875
40132,7.136,25.0825
40133,7.15,25.083125
40134,7.182,25.08375
40135,7.209,25.084375
40136,7.198,25.085
40137,7.227,25.085625
40138,7.242,25.08625
40139,7.23,25.086875
40140,7.131,25.0875
40141,7.103,25.088125
40142,7.103,25.08875
40143,7.073,25.089375
40144,7.085,25.09
40145,7.107,25.090625
40146,7.128,25.09125
40147,7.07,25.091875
40148,7.082,25.0925
40149,7.121,25.093125
40150,7.1,25.09375
40151,7.105,25.094375
40152,7.118,25.095
40153,7.135,25.095625
40154,7.114,25.09625
40155,7.124,25.096875
40156,7.147,25.0975
40157,7.133,25.098125
40158,7.167,25.09875
40159,7.187,25.099375
40160,7.159,25.1
40161,7.218,25.100625
40162,7.251,25.10125
40163,7.258,25.101875
40164,7.247,25.1025
40165,7.255,25.103125
40166,7.271,25.10375
40167,7.292,25.104375
40168,7.315,25.105
40169,7.365,25.105625
40170,7.411,25.10625
40171,7.292,25.106875
40172,7.323,25.1075
40173,7.389,25.108125
40174,7.406,25.10875
40175,7.373,25.109375
40176,7.395,25.11
40177,7.468,25.110625
40178,7.499,25.11125
40179,7.43,25.111875
40180,7.356,25.1125
40181,7.377,25.113125
40182,7.385,25.11375
40183,7.393,25.114375
40184,7.401,25.115
40185,7.377,25.115625
40186,7.378,25.11625
40187,7.377,25.116875
40188,7.333,25.1175
40189,7.344,25.118125
40190,7.306,25.11875
40191,7.203,25.119375
40192,7.241,25.12
40193,7.252,25.120625
40194,7.234,25.12125
40195,7.166,25.121875
40196,7.171,25.1225
40197,7.167,25.123125
40198,7.13,25.12375
40199,7.099,25.124375
40200,7.101,25.125
40201,7.12,25.125625
40202,7.116,25.12625
40203,7.088,25.126875
40204,7.045,25.1275
40205,6.987,25.128125
40206,7.02,25.12875
40207,7.022,25.129375
40208,7.001,25.13
40209,6.977,25.130625
40210,6.972,25.13125
40211,6.942,25.131875
40212,6.861,25.1325
40213,6.886,25.133125
40214,6.908,25.13375
40215,6.92,25.134375
40216,6.927,25.135
40217,6.906,25.135625
40218,6.873,25.13625
40219,6.836,25.136875
40220,6.877,25.1375
40221,6.904,25.138125
40222,6.912,25.13875
40223,6.929,25.139375
40224,6.88,25.14
40225,6.854,25.140625
40226,6.939,25.14125
40227,6.881,25.141875
40228,6.833,25.1425
40229,6.814,25.143125
40230,6.818,25.14375
40231,6.846,25.144375
40232,6.88,25.145
40233,6.894,25.145625
40234,6.878,25.14625
40235,6.848,25.146875
40236,6.809,25.1475
40237,6.813,25.148125
40238,6.789,25.14875
40239,6.767,25.149375
40240,6.791,25.15
40241,6.763,25.150625
40242,6.741,25.15125
40243,6.737,25.151875
40244,6.734,25.1525
40245,6.677,25.153125
40246,6.605,25.15375
40247,6.591,25.154375
40248,6.57,25.155
40249,6.562,25.155625
40250,6.579,25.15625
40251,6.515,25.156875
40252,6.474,25.1575
40253,6.451,25.158125
40254,6.43,25.15875
40255,6.381,25.159375
40256,6.34,25.16
40257,6.326,25.160625
40258,6.302,25.16125
40259,6.294,25.161875
40260,6.291,25.1625
40261,6.253,25.163125
40262,6.285,25.16375
40263,6.31,25.164375
40264,6.279,25.165
40265,6.345,25.165625
40266,6.364,25.16625
40267,6.346,25.166875
40268,6.39,25.1675
40269,6.392,25.168125
40270,6.371,25.16875
40271,6.334,25.169375
40272,6.346,25.17
40273,6.347,25.170625
40274,6.342,25.17125
40275,6.414,25.171875
40276,6.473,25.1725
40277,6.525,25.173125
40278,6.569,25.17375
40279,6.59,25.174375
40280,6.597,25.175
40281,6.598,25.175625
40282,6.663,25.17625
40283,6.73,25.176875
40284,6.793,25.1775
40285,6.84,25.178125
40286,6.856,25.17875
40287,6.874,25.179375
40288,6.899,25.18
40289,6.879,25.180625
40290,6.895,25.18125
40291,6.916,25.181875
40292,6.882,25.1825
40293,6.873,25.183125
40294,6.866,25.18375
40295,6.852,25.184375
40296,6.849,25.185
40297,6.802,25.185625
40298,6.74,25.18625
40299,6.73,25.186875
40300,6.69,25.1875
40301,6.639,25.188125
40302,6.585,25.18875
40303,6.524,25.189375
40304,6.478,25.19
40305,6.437,25.190625
40306,6.362,25.19125
40307,6.316,25.191875
40308,6.28,25.1925
40309,6.246,25.193125
40310,6.241,25.19375
40311,6.222,25.194375
40312,6.186,25.195
40313,6.118,25.195625
40314,6.11,25.19625
40315,6.115,25.196875
40316,6.101,25.1975
40317,6.151,25.198125
40318,6.161,25.19875
40319,6.132,25.199375
40320,6.119,25.2
40321,6.173,25.200625
40322,6.226,25.20125
40323,6.212,25.201875
40324,6.232,25.2025
40325,6.269,25.203125
40326,6.317,25.20375
