,numero,intensitemax
0,coupe_0,-26.348795529274923
1,coupe_1,-39.293017163214415
2,coupe_2,-34.07452018386755
3,coupe_3,-39.79099109390105
4,coupe_4,-36.02489607698007
5,coupe_5,-32.28347562170025
6,coupe_6,-29.202881335335075
7,coupe_7,-30.89785036644367
8,coupe_8,-29.831235927244563
9,coupe_9,-33.93626544675363
10,coupe_10,-32.59070024452194
11,coupe_11,-25.352794199778245
12,coupe_12,-36.36026077880608
13,coupe_13,-26.282851064544243
14,coupe_14,-27.776758257174134
15,coupe_15,-33.81004238556192
16,coupe_16,-29.552534964167396
17,coupe_17,-29.59955857541727
